鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),交易標的橫坐標,交易標的縱坐標
中山區,建物,臺北市中山區南京東路三段51~100號,0,商,,,10109,土地0建物1車位0,三層,14,辦公商業大樓,商業用,見使用執照,911203,288.25,3,0,0,有,有,有,130000,451,,0,0,304361,2771661
中山區,建物,臺北市中山區天津街51~100號,0,商,,,10109,土地0建物1車位0,一層,9,店面(店鋪),商業用,鋼筋混凝土造,670116,33.72,1,0,0,無,無,無,29000,860,,0,0,302783,2771454
中山區,建物,臺北市中山區林森北路501~550號,0,,,,10108,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,940826,43.95,2,1,1,有,有,有,25000,569,,0,0,303007,2772932
內湖區,建物,臺北市內湖區內湖路三段151~200號,0,住,,,10108,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710226,103.74,3,2,1,有,無,無,14500,140,,0,0,309443,2775582
內湖區,建物,臺北市內湖區康寧路一段151~200號,51.5,商,,,10110,土地0建物1車位0,一層,,公寓(5樓含以下無電梯),,,,246.49,0,0,0,無,無,無,55000,223,,0,0,309994,2774661
內湖區,房地(土地+建物),臺北市內湖區內湖路一段217巷1~50號,26.9,住,,,10108,土地1建物1車位0,一層,7,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,721117,81.86,2,1,1,有,有,無,20000,244,,0,0,306966,2775155
中山區,建物,臺北市中山區建國北路二段1~50號,0,住,,,10108,土地0建物1車位0,四層,14,辦公商業大樓,商業用,鋼筋混凝土造,950713,75.9,1,1,1,有,有,有,38000,501,,0,0,304250,2771784
中山區,建物,臺北市中山區中山北路二段59巷1~50號,0,商,,,10109,土地0建物1車位0,九層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880928,93.22,3,1,2,有,有,有,40000,429,,0,0,302956,2772072
內湖區,房地(土地+建物)+車位,臺北市內湖區大湖山莊街61巷1~50號,26.23,住,,,10108,土地1建物1車位1,二層,3,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,830604,64.34,2,2,1,有,有,有,17500,272,升降機械,0,0,310891,2775453
內湖區,房地(土地+建物),臺北市內湖區大湖山莊街151~200號,11.13,住,,,10109,土地2建物1車位0,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820105,40.25,1,1,1,有,有,有,13500,335,,0,0,310437,2775639
中山區,建物,臺北市中山區林森北路107巷1~50號,0,,,,10108,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,941004,23.69,1,0,1,有,無,無,11000,464,,0,0,303101,2771395
中山區,建物,臺北市中山區農安街1~50號,0,,,,10108,土地0建物1車位0,六層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,690821,22.45,1,0,1,有,無,有,10800,481,,0,0,303122,2773034
中山區,建物,臺北市中山區林森北路107巷51~100號,154,商,,,10109,土地0建物0車位0,四層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,24.57,1,0,1,有,無,有,8000,326,,0,0,303212,2771378
內湖區,建物,臺北市內湖區內湖路二段103巷51~100號,0,住,,,10108,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,711126,175.78,3,2,2,有,有,無,41000,233,,0,0,308561,2775082
中山區,建物,臺北市中山區南京西路23巷1~50號,0,,,,10109,土地0建物0車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650521,18,1,0,1,有,無,有,10000,556,,0,0,302547,2771856
中山區,建物,臺北市中山區吉林路456巷1~50號,0,,,,10108,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,751103,105.3,3,2,2,有,無,有,21000,199,,0,0,303497,2773294
內湖區,建物,臺北市內湖區港墘路82巷1~50號,0,商,,,10108,土地0建物1車位0,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960802,255.27,4,2,2,有,有,有,71800,281,坡道機械,12.94,0,308224,2774819
內湖區,房地(土地+建物),臺北市內湖區康寧路三段16巷101~150號,13,住,,,10108,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,660422,88.03,0,0,0,無,無,無,33000,375,,0,0,311419,2773779
內湖區,房地(土地+建物),臺北市內湖區成功路二段250巷1~50號,5.82,住,,,10108,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,681228,89.78,0,0,0,無,無,無,25000,278,,0,0,309490,2773233
中山區,建物,臺北市中山區松江路151~200號,0,商,,,10108,土地0建物0車位0,四層,12,辦公商業大樓,商業用,鋼筋混凝土造,671219,56,0,0,0,無,無,無,24000,429,,0,0,303840,2772127
內湖區,建物,臺北市內湖區堤頂大道二段451~500號,0,工,,,10109,土地0建物1車位0,九層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,980729,43.12,1,1,1,有,有,有,18000,417,,0,0,306694,2775075
中山區,建物,臺北市中山區北安路621巷1~50號,0,住,,,10208,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650723,79.41,3,2,1,有,有,有,23000,290,,0,0,305312,2775072
中山區,建物,臺北市中山區龍江路292巷1~50號,0,住,,,10108,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851019,112.88,3,2,2,有,無,有,35000,310,,0,0,304517,2772692
內湖區,房地(土地+建物)+車位,臺北市內湖區新明路351~400號,19.77,其他,,,10109,土地1建物1車位0,九層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,980403,81.8,2,2,2,有,無,有,38000,465,坡道平面,54.4,0,308831,2772068
中山區,建物,臺北市中山區林森北路85巷1~50號,0,商,,,10108,土地0建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,760710,126,1,1,1,有,無,無,50000,397,,0,0,303035,2771387
文山區,房地(土地+建物),臺北市文山區辛亥路四段251~300號,37.93,商,,,10109,土地1建物1車位0,夾層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,841215,68.59,1,1,1,有,無,無,10000,146,,0,0,305988,2766034
文山區,建物,臺北市文山區羅斯福路五段236巷1~50號,0,住,,,10108,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,133.21,3,2,2,有,有,有,22000,165,,0,0,304264,2766051
文山區,建物,臺北市文山區景興路151~200號,0,商,,,10109,土地0建物1車位0,二十三層,24,住宅大樓(11層含以上有電梯),住家用,見使用執照,850104,69.18,1,0,1,有,有,有,10650,154,,0,0,304873,2765051
文山區,建物,臺北市文山區秀明路二段118巷1~50號,0,商,,,10108,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,900802,166.69,4,2,2,有,有,有,33500,201,坡道平面,42.14,0,308210,2764674
中正區,建物,臺北市中正區臨沂街57巷1~50號,0,住,,,10108,土地0建物1車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970627,116.61,2,2,2,有,無,有,50000,429,,0,0,303437,2770031
中正區,建物,臺北市中正區臨沂街57巷1~50號,0,住,,,10108,土地0建物1車位0,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970627,103.19,2,2,2,有,無,有,45000,436,升降機械,33.83,0,303422,2770046
中正區,建物,臺北市中正區中華路一段51~100號,0,商,,,10108,土地0建物1車位0,九層,14,辦公商業大樓,商業用,鋼筋混凝土造,801029,371.36,1,0,1,有,有,無,90000,242,,0,0,301339,2770433
松山區,建物,臺北市松山區八德路二段410巷88弄1~50號,186,住,,,10110,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,630510,125.25,3,2,2,有,有,無,25000,200,,0,0,305145,2770979
松山區,建物,臺北市松山區撫遠街400巷1~50號,0,住,,,10109,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,600111,40.3,2,1,1,有,無,有,10000,248,,0,0,306995,2773168
信義區,建物,臺北市信義區基隆路二段101~150號,0,商,,,10108,土地0建物1車位0,一層,12,店面(店鋪),商業用,鋼筋混凝土造,801018,78.47,0,0,0,無,無,有,50000,637,,0,0,306121,2768893
松山區,建物,臺北市松山區民生東路五段137巷1~50號,0,商,,,10108,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,660119,130.45,3,2,1,有,有,有,40000,307,,0,0,306697,2772415
信義區,建物,臺北市信義區永吉路51~100號,0,商,,,10109,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,891026,164.06,4,2,2,有,有,有,56000,341,,0,0,307489,2770972
信義區,建物,臺北市信義區忠孝東路五段451~500號,0,住,,,10108,土地0建物1車位0,三層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,941006,42.26,1,1,1,無,有,有,23000,544,,0,0,308134,2770454
信義區,建物,臺北市信義區松平路101~150號,0,住,,,10108,土地0建物1車位0,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,800927,343.86,3,2,2,有,有,有,120000,349,坡道平面,0,0,307446,2769276
南港區,建物,臺北市南港區成功路一段1~50號,0,工,,,10108,土地0建物1車位0,見其他登記事項,4,店面(店鋪),住工用,鋼筋混凝土造,,199.1,0,0,0,無,無,無,38000,191,,0,0,309832,2771963
信義區,建物,臺北市信義區忠孝東路五段451~500號,0,商,,,10108,土地0建物1車位0,八層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,941006,68.74,1,1,1,有,有,有,26000,378,,0,0,308156,2770432
大安區,建物,臺北市大安區光復南路451~500號,0,商,,,10108,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,64.83,1,1,1,有,有,有,21000,324,,0,0,306214,2769801
大安區,建物,臺北市大安區和平東路三段301~350號,0,住,,,10109,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,63.94,2,1,1,有,無,有,12000,188,,0,0,306211,2768096
大安區,建物,臺北市大安區忠孝東路四段1~50號,0,商,,,10108,土地0建物1車位0,七層,10,辦公商業大樓,住家用,鋼筋混凝土造,750422,298.72,2,0,0,有,無,無,189000,633,,0,0,304909,2770516
大安區,建物,臺北市大安區濟南路三段51~100號,0,住,,,10108,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710913,70.9,2,1,1,有,無,有,17000,240,,0,0,304160,2770353
大安區,建物,臺北市大安區忠孝東路四段1~50號,0,商,,,10108,土地0建物1車位0,九層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,750422,298.72,0,0,1,有,有,無,190000,636,,0,0,304906,2770519
大安區,建物,臺北市大安區復興南路一段51~100號,0,商,,,10108,土地0建物2車位0,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,,103.59,0,0,0,無,無,無,150000,1448,,0,0,304840,2770809
大安區,建物,臺北市大安區和平東路三段308巷1~50號,29.89,住,,,10109,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710608,107.22,0,0,0,無,無,無,33000,308,,0,0,306031,2767953
大安區,建物,臺北市大安區羅斯福路二段51~100號,0,住,,,10108,土地0建物1車位0,十層,26,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,790927,90.4,2,1,1,有,有,有,25000,277,,0,0,302913,2768693
松山區,房地(土地+建物),臺北市松山區南京東路五段201~250號,6.45,其他,,,10109,土地1建物1車位0,四層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980331,55.44,1,1,1,有,有,有,23000,415,,0,0,307001,2771614
內湖區,建物,臺北市內湖區瑞湖街51~100號,0,工,,,10009,土地0建物0車位0,六層,9,廠辦,見其他登記事項,鋼筋混凝土造,960627,601.52,0,0,0,無,有,無,158550,264,,0,0,308022,2773921
內湖區,房地(土地+建物),臺北市內湖區內湖路二段351~400號,16.87,住,,,10108,土地1建物1車位0,七層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,780308,125.75,4,2,2,有,有,無,25000,199,,0,0,309783,2775187
內湖區,房地(土地+建物),臺北市內湖區成功路四段30巷1~50號,14.6,商,,,10109,土地1建物1車位0,三層,8,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,840211,110.45,3,2,2,有,有,無,21500,195,,0,0,309725,2775084
中山區,房地(土地+建物)+車位,臺北市中山區南京東路二段151~200號,50.72,住,,,10108,土地1建物1車位2,三層,11,辦公商業大樓,商業用,鋼骨鋼筋混凝土造,880521,633.97,0,0,0,無,有,無,402717,635,坡道機械,0,0,304110,2771683
士林區,建物,臺北市士林區中山北路六段290巷7弄1~50號,0,住,,,10108,土地0建物1車位0,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,690522,145.13,3,2,2,有,無,有,63000,434,,0,0,303239,2778087
士林區,建物,臺北市士林區中山北路六段2巷1~50號,0,住,,,10108,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730524,128.08,3,2,2,有,無,有,48000,375,,0,0,303191,2777324
士林區,房地(土地+建物),臺北市士林區士東路1~50號,24.62,住,,,10109,土地1建物1車位0,一層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,741017,113.96,0,0,0,無,無,無,42000,369,,0,0,303099,2778245
士林區,建物,臺北市士林區福壽街1~50號,0,商,,,10108,土地0建物0車位0,一層,2,店面(店鋪),住家用,加強磚造,540701,45.35,0,1,1,有,無,有,17500,386,,0,0,303021,2776502
士林區,房地(土地+建物),臺北市士林區士東路46巷1~50號,23.8,住,,,10110,土地1建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,740629,121.36,3,2,2,有,有,無,27000,222,,0,0,303332,2778183
士林區,建物,臺北市士林區承德路四段51~100號,0,住,,,10108,土地0建物1車位0,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890523,126.27,3,2,2,有,有,有,45000,356,,0,0,302795,2774944
大安區,建物,臺北市大安區仁愛路三段51~100號,0,住,,,10109,土地0建物1車位2,二十五層,28,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,941005,374.89,3,2,4,有,有,有,280000,747,坡道平面,0,0,304174,2770150
士林區,建物,臺北市士林區中山北路七段14巷5弄1~50號,0,商,,,10108,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,750103,126.26,2,2,2,有,有,有,65000,515,,0,0,303577,2779086
北投區,建物,臺北市北投區中央南路二段1~50號,0,工,,,10108,土地0建物1車位1,七層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,970523,110,2,2,1,有,有,有,24000,218,坡道平面,25.72,0,300436,2779754
北投區,房地(土地+建物),臺北市北投區泉源路1~50號,9.97,住,,,10109,土地2建物1車位0,三層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,710226,57.52,1,1,1,有,有,無,12000,209,,0,0,301561,2781496
北投區,建物,臺北市北投區致遠一路二段101~150號,0,住,,,10108,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660302,111.13,0,0,0,無,無,無,23000,207,,0,0,301726,2778377
中山區,建物,臺北市中山區吉林路447巷1~50號,0,,,,10109,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730625,98.91,3,2,2,有,無,無,20000,202,,0,0,303590,2773349
中山區,建物,臺北市中山區長安東路二段1~50號,0,,,,10109,土地0建物1車位0,六層,7,辦公商業大樓,商業用,鋼筋混凝土造,681217,86.68,1,1,1,有,有,無,26000,300,,0,0,303592,2771280
大同區,房地(土地+建物),臺北市大同區承德路1~50號,118,商,,,10108,土地2建物1車位0,全,3,透天厝,,加強磚造,,283.44,6,0,0,有,無,無,180000,635,,0,0,302120,2771446
大安區,建物,臺北市大安區建國南路一段258巷1~50號,0,住,,,10108,土地0建物1車位0,四層,4,公寓(5樓含以下無電梯),,加強磚造,,120.69,3,2,2,有,無,有,30000,249,,0,0,304081,2769985
大安區,建物,臺北市大安區仁愛路四段300巷20弄1~50號,0,住,,,10108,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,188.8,0,0,0,無,無,無,120000,636,,0,0,305929,2769908
大安區,建物,臺北市大安區建國南路二段101~150號,0,住,,,10108,土地0建物1車位0,三層,16,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,750415,108.82,3,2,1,有,有,有,25000,230,,0,0,304367,2769187
大安區,建物,臺北市大安區安和路一醹102巷1~50號,0,住,,,10108,土地0建物1車位0,一層,7,華廈(10層含以下有電梯),見使用執照,鋼筋混凝土造,710506,185.1,0,0,0,無,無,無,95000,513,,0,0,305632,2769688
大安區,建物,臺北市大安區延吉街137巷1~50號,0,住,,,10008,土地0建物1車位0,一層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,69.35,0,0,0,無,無,無,58000,836,,0,0,305981,2770566
大安區,建物,臺北市大安區光復南路601~650號,0,住,,,10109,土地0建物1車位0,三層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,970627,312.03,0,0,1,有,有,無,130000,417,,0,0,306226,2769367
大安區,建物,臺北市大安區大安路一段51巷1~50號,0,商,,,10108,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,930311,36.94,1,1,1,有,有,有,21000,568,,0,0,305300,2770647
大安區,建物,臺北市大安區大安路一段16巷1~50號,0,住,,,10108,土地0建物1車位0,二層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,881222,38.79,1,1,1,有,有,有,18000,464,,0,0,305042,2770775
大安區,建物,臺北市大安區仁愛路四段401~450號,0,住,,,10108,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,710227,165.7,2,2,2,有,有,無,50000,302,,0,0,306132,2770113
大安區,建物,臺北市大安區信義路四段351~400號,0,商,,,10108,土地0建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001027,146.61,3,2,1,有,有,有,90000,614,,0,0,306176,2769508
大安區,建物,臺北市大安區復興南路一段51~100號,0,商,,,10108,土地0建物0車位0,九層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,701230,13.22,1,0,0,有,有,有,7500,567,,0,0,304857,2770721
大安區,建物,臺北市大安區仁愛路四段71巷1~50號,0,住,,,10109,土地0建物1車位0,一層,6,店面(店鋪),住家用,鋼筋混凝土造,,101.97,0,0,0,無,有,無,133333,1308,,0,0,305205,2770183
大安區,建物,臺北市大安區臺北市大安區敦化南路二段51~100號,0,,,,10108,土地0建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,226.92,0,2,2,有,有,無,88000,388,,0,0,305347,2769057
大安區,建物,臺北市大安區仁愛路三段51~100號,0,住,,,10108,土地0建物1車位0,四層,28,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,941005,490,3,2,3,有,有,有,260000,531,坡道平面,0,0,304144,2770228
大安區,建物,臺北市大安區仁愛路四段201~250號,0,住,,,10107,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,670912,78.65,2,2,1,有,有,有,30000,381,,0,0,305726,2770036
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段501~550號,16.38,住,,,10110,土地1建物1車位1,十六層,16,辦公商業大樓,商業用,鋼骨混凝土造,820813,199.15,3,1,2,有,有,無,80000,402,坡道平面,0,0,308393,2770415
南港區,建物,臺北市南港區忠孝東路六段1~50號,0,商,,,10109,土地0建物1車位0,二層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,950512,500.14,0,0,1,有,有,無,200000,400,,0,0,308862,2770927
松山區,建物,臺北市松山區南京東路五段151~200號,0,住,,,10108,土地0建物3車位0,二層,16,辦公商業大樓,商業用,鋼骨混凝土造,830310,930.19,0,0,0,無,有,有,589019,633,,0,0,306890,2771532
松山區,建物,臺北市松山區南京東路五段151~200號,0,商,,,10108,土地0建物1車位0,三層,16,辦公商業大樓,商業用,鋼骨混凝土造,830310,352.98,0,0,0,無,有,有,197525,560,,0,0,306883,2771539
信義區,建物,臺北市信義區光復南路401~450號,0,商,,,10108,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,710226,123.06,3,2,2,有,有,有,32000,260,,0,0,306276,2769878
信義區,建物,臺北市信義區祥雲街1~50號,0,住,,,10108,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,700422,168.75,4,2,2,有,有,有,30000,178,,0,0,307974,2768026
松山區,建物,臺北市松山區八德路三段151~200號,0,商,,,10108,土地0建物1車位0,十層,11,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,950418,36.64,2,1,1,有,有,有,27000,737,,0,0,306086,2771208
信義區,建物,臺北市信義區臺北市信義區莊敬路423巷3弄1~50號,0,住,,,10108,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,631021,160.03,4,3,2,有,無,無,27000,169,,0,0,307177,2769027
信義區,建物,臺北市松山區松勤街140巷1~50號,0,住,,,10107,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,810602,171.21,3,2,2,有,有,有,55000,321,,0,0,307421,2769351
信義區,房地(土地+建物)+車位,臺北市信義區基隆路二段101~150號,4.84,商,,,10108,土地0建物1車位1,五層,12,辦公商業大樓,商業用,鋼筋混凝土造,801018,178.12,0,0,0,無,無,有,40000,225,升降機械,0,0,306123,2768891
信義區,房地(土地+建物)+車位,臺北市信義區基隆路二段101~150號,4.84,商,,,10108,土地0建物1車位1,五層,12,辦公商業大樓,商業用,鋼筋混凝土造,801018,178.12,0,0,0,無,無,有,40000,225,升降機械,0,0,306107,2768907
信義區,房地(土地+建物),臺北市信義區吳興街600巷76弄51~100號,12.46,住,,,10108,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830310,68.1,2,1,1,有,無,無,16000,235,,0,0,307562,2767964
南港區,房地(土地+建物),臺北市南港區重陽路190巷6弄1~50號,48.2,工,,,10108,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,790420,131.98,0,0,1,無,有,無,25000,189,,0,0,310763,2772227
信義區,建物,臺北市信義區松平路51~100號,0,住,,,10108,土地0建物1車位0,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870428,164.94,3,2,2,有,有,有,37000,224,,0,0,307123,2769239
南港區,房地(土地+建物),臺北市南港區南港路一段137巷5弄1~50號,25,住,,,10108,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,630724,86.72,3,2,1,有,無,無,11500,133,,0,0,311957,2771968
信義區,建物,臺北市信義區永吉路151~200號,0,商,,,10108,土地0建物1車位0,一層,12,店面(店鋪),商業用,鋼筋混凝土造,721004,159.12,0,0,0,無,無,無,90000,566,,0,0,307692,2770968
南港區,房地(土地+建物),臺北市南港區研究院路一段51~100號,30.1,商,,,10108,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,23,1,0,1,有,無,有,10500,457,,0,0,312217,2771784
萬華區,建物,臺北市萬華區漢中街151~200號,0,商,,,10108,土地0建物1車位0,一層,12,辦公商業大樓,商業用,鋼筋混凝土造,790924,247.18,0,1,1,有,無,有,290000,1173,,0,0,301118,2770449
中正區,建物,臺北市中正區信義路二段151~200號,0,住,,,10109,土地0建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,990818,219.33,3,2,2,有,有,有,79000,360,,0,0,303341,2769667
中正區,建物,臺北市中正區南昌路一段101~150號,0,商,,,10108,土地0建物1車位0,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980403,109.66,2,1,2,有,有,有,40000,365,,0,0,302261,2769205
中山區,建物,臺北市中山區農安街1~50號,0,商,,,10109,土地0建物1車位0,四層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,680420,31.39,1,0,1,有,有,有,9500,303,,0,0,303147,2773020
中山區,建物,臺北市中山區新生北路二段101~150號,0,商,,,10109,土地0建物1車位0,八層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,680119,24.01,1,0,1,有,無,有,7500,312,,0,0,303176,2772539
內湖區,建物,臺北市內湖區瑞光路351~400號,0,工,,,10108,土地0建物1車位0,七層,15,廠辦,見其他登記事項,鋼骨鋼筋混凝土造,930510,"2,342.72",10,1,2,有,有,有,1148045,490,,0,0,307739,2774566
中山區,建物,臺北市中山區復興北路351~400號,0,商,,,10108,土地0建物1車位0,四層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,751125,79.13,2,1,1,有,有,有,31000,392,,0,0,304864,2772714
中山區,建物,臺北市中山區農安街1~50號,0,商,,,10108,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,980622,56.59,1,1,1,有,有,有,28000,495,,0,0,302811,2773038
中山區,建物,臺北市中山區伊通街101~150號,0,商,,,10109,土地0建物1車位0,一層,9,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,780504,71.58,0,1,1,有,無,無,18000,251,,0,0,303951,2771908
中山區,建物,臺北市中山區新生北路二段68巷1~50號,0,商,,,10108,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970813,59.27,2,2,1,有,有,有,40000,675,,0,0,303111,2772117
中山區,建物,臺北市中山區雙城街13巷1~50號,0,商,,,10108,土地0建物1車位0,七層,14,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,941207,133.97,3,1,2,有,有,有,49000,366,,0,0,303014,2772980
中山區,建物,臺北市中山區中山北路二段77巷1~50號,0,住,,,10109,土地0建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,981027,118.37,2,1,2,有,有,有,63000,532,,0,0,302841,2772246
中山區,建物,臺北市中山區松江路51~100號,0,商,,,10108,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,710703,69.93,2,1,1,有,有,有,40000,572,,0,0,303809,2771524
中山區,土地,北安段三小段51~100地號,39,商,,,10109,土地1建物0車位0,,,店面(店鋪),,,,0,0,0,1,有,無,有,100000,2564,,0,0,305168,2774712
中山區,建物,臺北市中山區中山北路一段121巷1~50號,0,商,,,10108,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,990910,68.78,2,1,1,有,無,有,37918,551,,0,0,302899,2771522
內湖區,建物,臺北市內湖區內湖路一段651~700號,0,其他,,,10109,土地0建物1車位0,六層,18,套房(1房1廳1衛),住家用,見其他登記事項,991123,51.43,1,1,1,有,有,有,20000,389,,0,0,308035,2774810
中山區,建物,臺北市中山區雙城街19巷1~50號,0,商,,,10108,土地0建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970312,34,1,1,1,有,有,有,16000,471,,0,0,302925,2773093
