鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),交易標的橫坐標,交易標的縱坐標
信義區,建物,臺北市信義區基隆路一段172巷1~50號,0,,,,10108,土地0建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,790515,130.42,2,2,2,有,有,有,75000,575,,0,0,306930,2770649
大安區,建物,臺北市大安區臥龍街301~350號,0,住,,,10108,土地0建物1車位0,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990513,122.12,2,2,2,有,有,有,70000,573,坡道平面,46.02,0,306532,2767700
大安區,建物,臺北市大安區新生南路一段103巷1~50號,0,住,,,10109,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720617,100.94,3,2,2,有,無,無,27000,267,,0,0,304123,2770368
大安區,建物,臺北市大安區樂利路28巷1~50號,0,住,,,10109,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,721125,147.79,3,2,2,有,無,無,29000,196,,0,0,305654,2768877
大安區,建物,臺北市大安區安和路二段201~250號,0,商,,,10109,土地0建物1車位0,六層,12,辦公商業大樓,住商用,鋼筋混凝土造,700331,141.31,3,2,2,有,有,無,30000,212,,0,0,305570,2768628
大安區,建物,臺北市大安區忠孝東路四段170巷18弄1~50號,0,住,,,10108,土地0建物1車位0,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,821115,92.58,2,2,2,有,有,有,42000,454,,0,0,305552,2770281
大安區,建物,臺北市大安區四維路76巷1~50號,0,住,,,10109,土地0建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860926,219.15,4,2,2,有,有,有,60000,274,,0,0,305162,2769703
大安區,建物,臺北市大安區仁愛路三段123巷26弄1~50號,0,住,,,10109,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,701229,152.6,3,2,2,有,無,有,50000,328,,0,0,304686,2770212
南港區,房地(土地+建物),臺北市南港區忠孝東路六段398巷1~50號,19.87,住,,,10109,土地2建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,114.39,3,2,2,有,無,有,35000,306,,0,0,309787,2771406
內湖區,建物,臺北市內湖區康樂街1~50號,0,住,,,10108,土地0建物1車位0,一層,5,店面(店鋪),住商用,鋼筋混凝土造,730825,107.03,3,2,2,有,無,無,38000,355,,0,0,312403,2773548
內湖區,建物,臺北市內湖區康樂街151巷1~50號,0,住,,,10108,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830707,96.66,2,1,1,有,有,有,17500,181,坡道平面,30.43,0,312521,2773864
內湖區,建物,臺北市內湖區康樂街136巷3弄1~50號,0,商,,,10109,土地0建物1車位0,二層,9,辦公商業大樓,商業用,鋼筋混凝土造,850705,43.46,0,0,1,無,有,有,13000,299,,0,0,312429,2773957
內湖區,建物,臺北市內湖區康樂街72巷17弄1~50號,0,住,,,10109,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,731115,96.11,3,2,2,有,有,有,16500,172,,0,0,312395,2773639
中山區,建物,臺北市中山區長春路51~100號,0,,,,10109,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,690201,29.22,1,1,1,有,無,無,13000,445,,0,0,303148,2771949
北投區,房地(土地+建物),臺北市北投區溫泉路37巷1~50號,11.04,住,,,10109,土地1建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941111,53.62,1,1,1,有,有,有,15000,280,,0,0,300713,2780803
士林區,建物,臺北市士林區士商路101~150號,0,,,,10109,土地0建物1車位0,一層,12,店面(店鋪),商業用,鋼筋混凝土造,930504,99.6,0,0,0,無,無,有,38000,382,,0,0,302271,2776240
士林區,建物,臺北市士林區天母北路1~50號,0,住,,,10109,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,720302,162.83,4,2,2,有,有,有,45000,276,,0,0,303065,2779086
士林區,建物,臺北市士林區中山北路七段1~50號,0,住,,,10109,土地0建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,631128,119.8,0,0,0,無,無,無,45000,376,,0,0,303603,2779193
士林區,建物,臺北市士林區德行東路338巷1~50號,0,其他,,,10109,土地0建物1車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土造,1001013,735.53,6,2,7,有,無,有,200000,272,,0,0,305111,2778233
士林區,建物,臺北市士林區至誠路一段62巷5弄1~50號,0,住,,,10109,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,650127,209.1,4,2,2,有,無,有,76000,363,,0,0,304031,2777190
士林區,建物,臺北市士林區士商路101~150號,0,住,,,10109,土地0建物1車位0,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951019,182.19,3,2,2,有,有,有,70000,384,坡道平面,64.26,0,302226,2776307
北投區,建物,臺北市北投區臺北市北投區稻香路161巷1~50號,0,住,,,10108,土地0建物1車位0,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,930312,51.99,1,1,1,有,有,有,18000,346,,0,0,299280,2781564
北投區,建物,臺北市北投區明德路17巷3弄1~50號,0,住,,,10109,土地0建物1車位0,五層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,910911,90.39,3,2,2,有,有,有,50000,553,坡道平面,0,0,302122,2777737
士林區,房地(土地+建物),臺北市士林區天母北路51~100號,35.55,住,,,10108,土地1建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,700429,165.89,0,0,1,有,無,無,65000,392,,0,0,303120,2779385
大同區,建物,臺北市大同區承德路一段24巷1~50號,0,商,,,10108,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),,加強磚造,,65.04,1,0,1,有,無,無,22222,342,,0,0,302094,2771470
大安區,建物,臺北市大安區忠孝東路四段151~200號,0,商,,,10109,土地0建物1車位0,四層,14,辦公商業大樓,住商用,鋼筋混凝土造,,179.04,0,0,2,無,有,無,57778,323,,0,0,305623,2770506
大安區,建物,臺北市大安區敦化南路一段201~250號,0,住,,,10109,土地0建物1車位0,五層,12,辦公商業大樓,,鋼筋混凝土造,,204.24,0,0,0,無,有,無,80000,392,,0,0,305352,2770414
大安區,房地(土地+建物),臺北市大安區敦化南路一段301~350號,6.48,住,,,10109,土地1建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,83.25,1,1,1,有,有,有,28000,336,,0,0,305349,2769732
大安區,建物,臺北市大安區仁愛路四段345巷2弄1~50號,0,住,,,10109,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,141.87,0,0,0,無,有,無,49500,349,,0,0,305886,2770159
大安區,建物,臺北市大安區光復南路290巷1~50號,0,住,,,10109,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,73.11,2,1,1,有,有,無,24000,328,,0,0,306244,2770212
大安區,建物,臺北市大安區仁愛路四段51~100號,0,其他,,,10108,土地0建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,45.16,1,1,1,有,有,有,20000,443,,0,0,305303,2770010
信義區,建物,臺北市信義區忠孝東路五段351~400號,0,商,,,10109,土地0建物1車位0,一層,14,店面(店鋪),商業用,鋼筋混凝土造,,97.4,0,0,0,無,有,無,150000,1540,,0,0,307902,2770390
信義區,建物,臺北市信義區基隆路一段135巷三樓1~50號,0,商,,,10109,土地0建物1車位0,三層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,950802,37.69,1,1,1,有,有,有,23000,610,,0,0,307165,2770788
信義區,建物,臺北市信義區和平東路三段151~200號,0,,,,10108,土地0建物1車位0,四層,,住宅大樓(11層含以上有電梯),,,,45.08,1,1,1,有,有,無,16600,368,,0,0,305853,2768544
信義區,建物,臺北市信義區光復南路551~600號,0,商,,,10108,土地0建物1車位0,十四層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,970822,95.46,2,1,1,有,有,無,38000,398,,0,0,306301,2769263
信義區,房地(土地+建物),臺北市信義區和平東路三段151~200號,4.96,住,,,10109,土地1建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970205,36.67,0,1,0,無,無,有,15000,409,,0,0,305841,2768555
萬華區,房地(土地+建物),臺北市萬華區青年路30巷1~50號,11.02,住,,,10109,土地1建物1車位0,四層,12,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,760316,104.72,3,2,2,有,無,無,22000,210,,0,0,300973,2768780
中正區,房地(土地+建物),臺北市中正區水源路1~50號,16.22,住,,,10108,土地1建物1車位0,四層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,911202,82.68,2,2,1,有,無,有,16000,194,,0,0,302874,2768001
中正區,房地(土地+建物),臺北市中正區水源路1~50號,22.23,住,,,10108,土地1建物1車位0,十二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,911202,161.7,3,2,2,有,有,有,22000,136,,0,0,302851,2768024
內湖區,建物,臺北市內湖區內湖路二段253巷1~50號,0,住,,,10108,土地0建物1車位2,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971008,183.68,4,1,2,有,有,無,48000,261,坡道平面,0,0,309397,2775159
中山區,建物,臺北市中山區中山北路二段93巷1~50號,0,商,,,10109,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,940803,56.83,2,1,2,有,有,有,32000,563,,0,0,302841,2772423
中山區,建物,臺北市中山區林森北路259巷1~50號,0,商,,,10109,土地0建物1車位0,三層,8,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,730922,25.81,1,0,1,有,有,有,13000,504,,0,0,303084,2771922
中山區,建物,臺北市中山區中山北路二段93巷1~50號,0,商,,,10109,土地0建物1車位0,七層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,940803,42.62,1,1,2,有,有,有,25000,587,,0,0,302853,2772410
中山區,建物,臺北市中山區林森北路119巷1~50號,0,商,,,10109,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,950818,21.84,1,1,1,有,有,有,15000,687,,0,0,303102,2771366
中山區,建物,臺北市中山區中山北路一段83巷1~50號,0,商,,,10109,土地0建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970314,80.63,2,1,1,有,有,有,35000,434,,0,0,302932,2771383
中山區,建物,臺北市中山區農安街1~50號,0,商,,,10109,土地0建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980622,69.24,1,1,1,有,有,有,38000,549,,0,0,302808,2773041
中山區,建物,臺北市中山區長春路301~350號,0,商,,,10109,土地0建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,940516,153.66,3,2,2,有,有,有,71000,462,,0,0,304511,2771880
中山區,建物,臺北市中山區林森北路551~600號,0,商,,,10109,土地0建物1車位0,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,640519,89.76,1,2,1,有,有,有,50000,557,,0,0,303116,2773355
中山區,房地(土地+建物),臺北市中山區龍江路331巷1~50號,0,其他,,,10109,土地0建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,740312,155.33,3,2,1,有,有,有,50000,322,,0,0,304617,2772866
中山區,建物,臺北市中山區松江路77巷1~50號,0,住,,,10109,土地0建物1車位0,十層,11,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,931224,41.69,1,1,1,有,無,有,34000,816,,0,0,303836,2771370
中山區,建物,臺北市中山區林森北路310巷1~50號,0,商,,,10108,土地0建物1車位0,見其他登記事項,5,店面(店鋪),,鋼筋混凝土造,,176.64,2,2,2,有,無,有,90000,510,,0,0,302965,2772121
萬華區,建物,臺北市萬華區萬大路151~200號,0,,,,10110,土地0建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,640508,42.25,0,1,1,有,無,無,18000,426,,0,0,300550,2769027
松山區,建物,臺北市松山區復興北路427巷1~50號,0,住,,,10109,土地0建物1車位0,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971013,47.3,1,1,1,有,有,有,20000,423,,0,0,305162,2772891
信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段236巷51~100號,0,住,,,10108,土地0建物1車位1,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860610,77,0,0,0,無,無,有,20000,260,坡道平面,37.71,0,307735,2770038
松山區,建物,臺北市松山區民權東路三段101~150號,0,住,,,10109,土地0建物1車位0,五層,15,辦公商業大樓,商業用,鋼筋混凝土造,730915,169.52,3,0,0,有,有,無,62000,366,,0,0,305188,2772729
南港區,建物,臺北市南港區昆陽街140巷42弄1~50號,0,住,,,10108,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,88.08,2,2,1,有,無,有,20000,227,,0,0,309809,2771349
松山區,建物,臺北市松山區南京東路四段51~100號,0,商,,,10108,土地0建物1車位0,七層,12,辦公商業大樓,商業用,鋼筋混凝土造,670317,70.79,1,1,0,有,有,無,25000,353,,0,0,305887,2771574
松山區,房地(土地+建物),臺北市松山區南京東路三段335巷1~50號,0,住,,,10109,土地0建物1車位0,五層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,740819,29.23,1,0,1,有,有,有,12000,411,,0,0,305265,2771817
信義區,房地(土地+建物),臺北市信義區和平東路三段151~200號,4.96,住,,,10109,土地1建物1車位0,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970205,36.67,0,0,0,無,無,有,13900,379,,0,0,305849,2768547
信義區,建物,臺北市信義區忠孝東路751~800號,22.87,住,,,10109,土地0建物1車位0,八層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,960103,51.15,0,0,0,無,無,無,16000,313,,0,0,308756,2770733
信義區,建物,臺北市信義區基隆路二段151~200號,0,商,,,10108,土地0建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990901,103.97,2,1,1,有,有,有,89500,861,坡道平面,38.7,0,305878,2768639
松山區,建物,臺北市松山區八德路四段701~750號,0,商,,,10110,土地0建物1車位0,一層,3,店面(店鋪),見其他登記事項,加強磚造,541118,122.13,0,0,0,無,無,無,145000,1187,,0,0,308230,2771471
大安區,建物,臺北市大安區復興南二段111巷1~50號,0,商,,,10108,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,910905,137.28,3,1,2,有,無,無,30000,219,,0,0,304881,2769246
大安區,房地(土地+建物),臺北市大安區光復南路260巷51~100號,0,住,,,10109,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,701204,137.31,4,2,2,有,無,無,37000,269,,0,0,306006,2770384
大安區,建物,臺北市大安區信義路四段251~300號,0,商,,,10109,土地0建物1車位1,五層,15,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,711106,169.83,3,2,2,有,有,有,75000,442,坡道平面,0,0,305887,2769539
大安區,建物,臺北市大安區敦化南路一段251~300號,0,住,,,10108,土地0建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,701214,180.69,3,2,3,有,有,有,65000,360,,0,0,305425,2769862
中正區,建物,臺北市中正區忠孝東路二段101~150號,0,,,,10109,土地0建物1車位0,十一層,12,辦公商業大樓,商業用,鋼筋混凝土造,710408,81.57,1,1,0,有,有,無,42000,515,,0,0,303680,2770547
松山區,建物,臺北市松山區八德路四段401~450號,4.23,商,,,10108,土地0建物1車位0,四層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,970205,43.34,1,1,1,有,有,有,17000,392,,0,0,307560,2771424
南港區,建物,臺北市南港區東新街118巷1~50號,11.95,住,,,10109,土地0建物1車位0,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010314,98.66,3,2,1,有,有,有,25000,253,,0,0,309445,2771000
中山區,建物,臺北市中山區松江路151~200號,0,,,,10109,土地0建物1車位0,十二層,12,辦公商業大樓,住家用,鋼筋混凝土造,700811,172.46,3,1,0,有,有,無,60000,348,,0,0,303771,2772199
中山區,建物,臺北市中山區中山北路三段1~50號,0,,,,10109,土地0建物1車位0,三層,14,辦公商業大樓,商業用,鋼筋混凝土造,,153.72,2,1,0,有,有,無,51000,332,,0,0,302762,2773111
北投區,建物,臺北市北投區中央南路一段201~250號,120,,,,10110,土地0建物1車位0,一層,3,店面(店鋪),住商用,加強磚造,590924,250.53,0,0,0,無,無,有,49000,196,,0,0,300529,2780084
大安區,建物,臺北市大安區忠孝東路四段101~150號,0,,,,10109,土地0建物1車位0,五層,12,辦公商業大樓,商業用,鋼筋混凝土造,710209,74.49,0,0,0,有,有,無,30000,403,,0,0,305511,2770436
士林區,建物,臺北市士林區中庸五路1~50號,0,住,,,10109,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,570701,183.01,4,2,3,有,有,無,50000,273,,0,0,305742,2780080
士林區,房地(土地+建物),臺北市士林區士東路201~250號,57,住,,,10109,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,610129,85.5,2,2,1,有,無,無,30000,351,,0,0,303877,2778366
士林區,房地(土地+建物),臺北市士林區士東路201~250號,57,住,,,10109,土地1建物1車位0,全,2,透天厝,住家用,加強磚造,610129,85.5,3,2,2,有,無,無,33000,386,,0,0,303888,2778355
中山區,建物,臺北市中山區民權西路1~50號,0,,,,10109,土地0建物1車位0,九層,14,辦公商業大樓,商業用,鋼筋混凝土造,801114,249.26,4,1,0,有,有,無,110000,441,坡道平面,0,0,302643,2772867
文山區,房地(土地+建物),臺北市文山區秀明路二段112巷1~50號,31.84,住,,,10109,土地1建物0車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,21.28,1,0,1,有,無,有,10000,470,,0,0,308110,2764835
文山區,房地(土地+建物),臺北市文山區指南路二段45巷8弄1~50號,34,住,,,10109,土地1建物0車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,16.66,1,0,1,有,無,有,8000,480,,0,0,308076,2764653
文山區,房地(土地+建物),臺北市文山區新光路一段101~150號,22.5,住,,,10109,土地1建物0車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,16.84,1,0,1,有,無,有,8500,505,,0,0,307944,2764915
中正區,建物,臺北市中正區羅斯福路一段83巷1~50號,0,商,,,10109,土地0建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980903,73.39,2,1,1,有,有,有,40000,545,,0,0,302465,2769349
信義區,建物,臺北市信義區信義路五段101~150號,9.28,其他,,,10109,土地0建物1車位0,三層,12,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,860926,64.3,1,1,1,有,無,無,20000,311,,0,0,307863,2769574
士林區,建物,臺北市士林區天母東路1~50號,0,住,,,10109,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,751017,163.24,3,2,2,有,有,有,57000,349,,0,0,303741,2778908
北投區,建物,臺北市北投區裕民六路51~100號,0,住,,,10109,土地0建物1車位0,十層,17,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,920221,227.25,4,2,2,有,有,有,60000,264,,0,0,302210,2778472
北投區,房地(土地+建物),臺北市北投區石牌路二段348巷1~50號,6.75,住,,,10109,土地1建物1車位0,一層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,821231,77.34,1,1,1,有,有,有,13000,168,,0,0,302947,2779426
士林區,建物,臺北市士林區中山北路六段290巷7弄1~50號,0,住,,,10109,土地0建物1車位0,八層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,930708,318.84,3,2,3,有,有,有,90000,282,,0,0,303199,2778083
北投區,房地(土地+建物),臺北市北投區立農路二段202巷5弄1~50號,27.4,住,,,10109,土地1建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,651228,92.02,3,2,1,有,無,有,18000,196,,0,0,301893,2778943
士林區,房地(土地+建物),臺北市士林區文林路751~800號,14.14,住,,,10109,土地1建物1車位0,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,700204,122.46,3,2,2,有,無,有,30000,245,,0,0,302355,2777313
大安區,建物,臺北市大安區忠孝東路四段216巷32弄1~50號,0,,,,10109,土地0建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710323,132.36,3,2,2,有,無,有,36000,272,,0,0,305728,2770283
大安區,建物,臺北市大安區忠孝東路四段216巷40弄1~50號,44.9,,,,10110,土地0建物1車位0,一層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,720602,54.82,0,0,0,無,有,無,80000,1459,,0,0,305719,2770245
大安區,建物,臺北市大安區仁愛路四段408巷1~50號,0,商,,,10109,土地0建物1車位0,八層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970701,114.56,1,1,1,有,有,有,40000,349,,0,0,306215,2770011
大安區,房地(土地+建物),臺北市大安區通化街101~150號,8.66,住,,,10109,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,41.49,1,1,1,有,無,有,12600,304,,0,0,305893,2769125
大安區,建物,臺北市大安區基隆路三段1~50號,0,住,,,10109,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,,113.49,0,0,0,無,無,無,80000,705,,0,0,305236,2768095
大安區,建物,臺北市大安區信義路四段251~300號,0,,,,10109,土地0建物1車位0,八層,15,辦公商業大樓,商業用,鋼筋混凝土造,741107,99.04,0,0,0,無,有,無,36000,363,,0,0,306013,2769512
士林區,建物,臺北市士林區天母東路51~100號,306.73,,,,10109,土地0建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,730501,166.59,0,0,0,無,無,無,150000,900,,0,0,303897,2778962
松山區,建物,臺北市松山區南京東路四段133巷4弄1~50號,0,,,,10110,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),,加強磚造,,83,3,2,1,有,無,有,35000,422,,0,0,305931,2771658
信義區,建物,臺北市信義區忠孝東路五段751~800號,0,住,,,10109,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,621205,76.62,3,1,1,有,無,無,13500,176,,0,0,308690,2770778
信義區,建物,臺北市信義區松勤街1~50號,0,其他,,,10108,土地0建物1車位0,十七層,19,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,961225,48.75,1,1,1,有,有,有,27500,564,,0,0,306597,2769482
信義區,建物,臺北市信義區莊敬路351~400號,0,商,,,10109,土地0建物1車位0,一層,4,店面(店鋪),,鋼筋混凝土造,,87,0,0,0,無,無,無,66000,759,,0,0,307073,2768953
南港區,房地(土地+建物),臺北市南港區忠孝東路六段398項1~50號,19.87,住,,,10109,土地2建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,114.39,3,2,2,有,無,有,35000,306,,0,0,309793,2771400
信義區,建物,臺北市信義區忠孝東路五段345巷1~50號,0,商,,,10109,土地0建物1車位0,七層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,961115,65.06,1,1,1,有,有,有,38000,584,,0,0,307942,2770475
中正區,建物,臺北市中正區新生南路一段51~100號,0,住,,,10109,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,加強磚造,570823,56.16,0,1,1,無,無,有,60000,1068,,0,0,303731,2770357
大同區,建物,臺北市大同區南京西路25巷1~50號,0,,,,10108,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970626,99.8,2,2,1,有,有,有,39800,399,,0,0,302505,2772161
中正區,建物,臺北市中正區博愛路101~150號,0,商,,,10108,土地0建物0車位0,三層,3,公寓(5樓含以下無電梯),住商用,磚造,,76.03,0,1,1,無,無,無,32000,421,,0,0,301605,2770707
中山區,建物,臺北市中山區林森北路651~700號,0,商,,,10109,土地0建物1車位0,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,961024,84.63,2,1,1,有,有,有,38000,449,,0,0,303087,2773350
中山區,建物,臺北市中山區敬業一路128巷1~50號,0,商,,,10109,土地0建物1車位0,十層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,961127,335.62,3,2,2,有,有,有,125000,372,坡道平面,28.3,0,305783,2775141
中山區,建物,臺北市中山區中山北路二段93巷1~50號,0,商,,,10109,土地0建物1車位0,二層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,940803,83.91,3,1,2,有,有,有,35000,417,,0,0,302846,2772418
中山區,建物,臺北市中山區敬業一路128巷1~50號,0,商,,,10109,土地0建物1車位0,八層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,961127,341.74,3,2,2,有,有,有,130000,380,坡道平面,31.45,0,305790,2775133
中山區,建物,臺北市中山區建國北路二段1~50號,0,住,,,10109,土地0建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,770524,37.39,1,0,1,有,無,有,13000,348,,0,0,304228,2772012
中山區,建物,臺北市中山區長安東路二段151~200號,0,商,,,10109,土地0建物1車位0,一層,5,店面(店鋪),住商用,鋼筋混凝土造,601105,88.31,0,0,0,無,無,無,50000,566,,0,0,304495,2771258
內湖區,建物,臺北市內湖區陽光街201~250號,191.24,商,,,10109,土地0建物1車位0,一層,9,辦公商業大樓,商業用,鋼筋混凝土造,910619,279.64,0,0,0,有,有,無,125616,449,,0,0,308365,2774065
內湖區,建物,臺北市內湖區金湖路51~100號,0,商,,,10108,土地0建物1車位1,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961030,141.96,3,2,2,有,有,有,73000,514,坡道平面,31.39,0,310243,2774897
內湖區,建物,臺北市內湖區文德路251~300號,0,住,,,10109,土地0建物1車位0,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961130,122.3,2,2,2,有,有,有,43000,352,,0,0,309415,2774728
大同區,建物,臺北市大同區是民大道一段201~250號,0,住,,,10109,土地0建物1車位0,十二層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,980724,91.13,2,1,1,有,有,有,44500,488,,0,0,302304,2771309
松山區,建物,臺北市松山區八德路二段301~350號,0,商,,,10108,土地0建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980123,47.5,1,1,1,有,有,有,28500,600,,0,0,305030,2771164
信義區,建物,臺北市信義區吳興街284巷1~50號,0,商,,,10110,土地0建物1車位0,一層,6,店面(店鋪),商業用,鋼筋混凝土造,791212,219.69,0,1,0,無,無,有,90000,410,,0,0,306967,2768758
信義區,建物,臺北市信義區吳興街284巷1~50號,0,商,,,10110,土地0建物1車位0,一層,1,店面(店鋪),商業用,鋼筋混凝土造,791212,219.69,0,0,0,無,無,有,90000,410,,0,0,306936,2768789
信義區,建物,臺北市信義區仁愛路四段401~450號,0,住,,,10108,土地0建物1車位0,五層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,,60.34,1,1,1,有,有,有,20000,331,,0,0,306373,2770017
