鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),交易標的橫坐標,交易標的縱坐標
大安區,建物,臺北市大安區新生南路一段137巷1~50號,0,住,,,10108,土地0建物1車位1,一層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,297.52,0,0,0,無,有,無,75000,252,其他,0,0,303866,2769952
大安區,建物,臺北市大安區永康街1~50號,0,,,,10109,土地0建物1車位0,一層,4,店面(店鋪),,加強磚造,,33.05,0,0,1,有,無,無,54000,1634,,0,0,303432,2769370
大安區,建物,臺北市大安區通化街51~100號,0,住,,,10109,土地0建物0車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,78.43,6,6,6,有,無,有,8000,102,,0,0,305920,2769212
北投區,房地(土地+建物),臺北市北投區吉利街127巷1~50號,19.52,商,,,10108,土地1建物1車位0,十層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0971111,59.5,3,1,1,有,無,有,25000,420,,0,0,301146,2779071
信義區,建物,臺北市松山區臺北市松山區基隆路二段101~150號,0,商,,,10108,土地0建物2車位1,十層,17,辦公商業大樓,見使用執照,鋼筋混凝土造,0850820,373.49,0,0,0,無,無,無,125000,335,坡道平面,0,0,306237,2768999
信義區,建物,臺北市松山區基隆路二段101~150號,0,商,,,10108,土地0建物2車位1,十層,17,辦公商業大樓,見使用執照,鋼筋混凝土造,0850820,362.4,0,0,0,無,無,無,125000,345,坡道平面,0,0,306232,2769004
內湖區,房地(土地+建物)+車位,臺北市內湖區瑞光路301~350號,101.8,工,,,10108,土地1建物1車位2,八層,11,辦公商業大樓,工業用,鋼筋混凝土造,0911028,532,0,0,0,無,有,無,193142,363,坡道平面,0,0,307923,2774325
內湖區,房地(土地+建物)+車位,臺北市內湖區石潭路1~50號,2530.17,其他,,,10108,土地1建物2車位2,七層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0980831,227.97,0,0,2,有,有,有,61150,268,坡道平面,64.82,0,309145,2772862
中山區,建物,臺北市中山區松江路301~350號,0,商,,,10109,土地0建物1車位0,十一層,14,辦公商業大樓,見其他登記事項,鋼骨鋼筋混凝土造,0980521,255.76,5,1,0,有,無,有,124000,485,,0,0,303770,2772582
松山區,房地(土地+建物),臺北市松山區八德路二段301~350號,5.73,商,,,10108,土地1建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980123,69.57,2,1,1,有,有,有,44444,639,,0,0,305054,2771141
松山區,建物,臺北市松山區南京東路四段1~50號,0,商,,,10108,土地0建物1車位0,十層,12,辦公商業大樓,住家用,鋼筋混凝土造,0731114,194.22,0,0,0,無,無,無,60000,309,,0,0,305555,2771653
南港區,建物,臺北市南港區園區街1~50號,0,住,,,10109,土地0建物1車位0,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980611,66.45,2,1,1,有,有,有,25000,376,,0,0,311924,2772483
中正區,建物,臺北市中正區林森南路87.51~100號,117,住,,,10108,土地0建物1車位0,一層,2,店面(店鋪),,木造,,47.38,3,2,2,有,無,無,25000,528,,0,0,302634,2770122
大同區,車位,臺北市大同區市民大道一段京站廣場1~50號,0,,,,10108,土地0建物0車位1,地下六層,,其他,,,,13.45,0,0,0,有,有,無,3333,,坡道平面,0,3333,0,0
中正區,房地(土地+建物),臺北市中正區信義路二段101~150號,16.4,商,,,10108,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,,65.26,0,1,1,有,無,無,31500,483,,0,0,303287,2769666
松山區,建物,臺北市松山區健康路301~350號,0,,,,10109,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0560727,72.53,2,2,1,有,無,無,16000,221,,0,0,307073,2771885
松山區,建物,臺北市松山區健康路301~350號,0,,,,10109,土地0建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0560727,72.53,2,2,1,有,無,無,16000,221,,0,0,307083,2771875
信義區,房地(土地+建物),臺北市信義區嘉興街301~350號,926,住,,,10109,土地1建物1車位0,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830514,101.91,3,2,2,有,有,有,35000,343,,0,0,305994,2768430
信義區,建物,臺北市信義區信義路五段101~150號,13.86,住,,,10108,土地0建物1車位0,七層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980702,83.26,2,1,1,有,有,有,38800,466,,0,0,307929,2769605
松山區,建物,臺北市松山區南京東路四段101~150號,0,,,,10108,土地0建物1車位0,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0990831,96.93,3,2,2,有,有,有,72000,743,,0,0,305964,2771580
信義區,建物,臺北市信義區信義路五段101~150號,13.56,住,,,10108,土地0建物1車位0,十七層,19,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0951229,91.2,2,1,1,有,有,有,38999,428,,0,0,307936,2769647
信義區,建物,臺北市信義區臺北市信義區逸仙路26巷1~50號,0,,,,10108,土地0建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.04,4,2,1,有,有,有,50000,333,,0,0,306730,2770277
信義區,房地(土地+建物),臺北市信義區嘉興街301~350號,2017,住,,,10109,土地1建物1車位0,六層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840216,136.24,4,2,2,有,無,無,40000,294,,0,0,305936,2768482
中山區,房地(土地+建物),臺北市中山區新生北路二段68巷1~50號,732.16,住,,,10108,土地1建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970813,22.13,1,1,1,有,有,有,18000,813,,0,0,303114,2772114
中山區,建物,臺北市中山區中山北路二段77巷1~50號,443,住,,,10108,土地0建物1車位0,一層,12,辦公商業大樓,見其他登記事項,鋼筋混凝土造,0981027,32,0,0,0,無,無,有,52000,1625,,0,0,302818,2772269
北投區,房地(土地+建物),臺北市北投區光明路151~200號,4.36,其他,,,10109,土地1建物1車位0,八層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0940322,38.61,0,0,0,無,無,有,13000,337,,0,0,300788,2780912
北投區,房地(土地+建物),臺北市北投區溫泉路37巷1~50號,11.13,住,,,10109,土地1建物1車位0,七層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941111,55.11,0,0,0,無,無,有,14000,254,,0,0,300697,2780820
士林區,建物,臺北市士林區劍潭路51~100號,0,住,,,10108,土地0建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960122,136.36,3,2,2,有,有,有,50000,367,,0,0,302509,2775152
士林區,建物,臺北市士林區劍潭路51~100號,0,住,,,10108,土地0建物1車位0,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960122,136.36,3,2,2,有,有,有,50000,367,,0,0,302538,2775124
大安區,建物,臺北市大安區臺北市大安區敦化南路二段51~100號,0,,,,10108,土地0建物1車位0,二十一層,21,辦公商業大樓,商業用,鋼筋混凝土造,0780412,677.76,8,2,0,有,有,無,304557,449,,0,0,305474,2769277
