鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),交易標的橫坐標,交易標的縱坐標
大同區,房地(土地+建物)+車位,臺北市大同區延平北路一段1~50號,20.88,商,,,10108,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010606,226.45,4,2,2,有,有,34220000,167386,坡道平面,36.35,2400000,301684,2771502
大同區,房地(土地+建物)+車位,臺北市大同區延平北路一段1~50號,23.28,商,,,10108,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010606,247.59,4,2,2,有,有,40920000,182352,坡道平面,36.35,2400000,301692,2771495
大同區,房地(土地+建物)+車位,臺北市大同區延平北路一段1~50號,24.47,商,,,10108,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010606,256.76,4,2,2,有,有,43540000,185745,坡道平面,36.35,2600000,301714,2771472
大同區,房地(土地+建物)+車位,臺北市大同區延平北路一段1~50號,24.34,商,,,10108,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010606,256.1,4,2,2,有,有,42140000,180387,坡道平面,36.35,2500000,301702,2771484
松山區,房地(土地+建物),臺北市松山區塔悠路210巷1~50號,35.25,住,,,10107,土地1建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620905,96.06,3,2,1,有,無,16800000,174891,,0,0,307386,2772305
信義區,房地(土地+建物)+車位,臺北市信義區基隆路一段101~150號,5.29,商,,,10107,土地2建物1車位1,三層,13,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,950802,52.13,1,1,1,有,有,12950000,248439,塔式車位,11.41,0,307206,2770758
松山區,房地(土地+建物),臺北市松山區民生東路五段151~200號,2.35,商,,,10108,土地1建物1車位0,四層,20,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,780629,37.71,1,1,1,有,有,7000000,185612,,0,0,306963,2772375
內湖區,房地(土地+建物),臺北市內湖區金龍路51~100號,17.93,商,,,10108,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,681231,91.23,7,1,7,有,無,17200000,188534,,0,0,309845,2775272
內湖區,房地(土地+建物),臺北市內湖區金龍路222巷1~50號,11.87,住,,,10107,土地1建物1車位0,二層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821213,37.39,1,1,1,有,有,5000000,133726,,0,0,309186,2775609
信義區,房地(土地+建物),臺北市信義區忠孝東路四段553巷16弄1~50號,13.63,住,,,10107,土地1建物1車位0,七層，陽台,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,650504,89.23,2,2,1,有,無,23500000,263376,,0,0,306851,2770637
南港區,房地(土地+建物)+車位,臺北市南港區東明街108巷1~50號,21.74,住,,,10107,土地1建物1車位1,三層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,980903,129.62,2,2,1,有,有,17500000,135008,升降平面,46.83,0,310703,2771910
松山區,房地(土地+建物),臺北市松山區民族東路601~650號,27.25,住,,,10107,土地1建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640421,88.57,3,2,1,有,無,10300000,116292,,0,0,304960,2773196
信義區,房地(土地+建物),臺北市信義區永吉路225巷7弄1~50號,23.62,住,,,10107,土地2建物1車位0,四層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650318,83.13,2,1,1,有,無,14200000,170817,,0,0,308044,2771049
信義區,房地(土地+建物)+車位,臺北市信義區崇德街63巷1~50號,30.07,住,,,9812,土地1建物1車位1,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010614,236.32,4,2,2,有,有,41400000,191404,坡道平面,32.04,2300000,306037,2768591
信義區,房地(土地+建物)+車位,臺北市信義區崇德街63巷1~50號,30.07,住,,,10104,土地1建物1車位1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010614,236.32,3,2,2,有,有,40100000,184795,坡道平面,32.04,2350000,306034,2768594
信義區,房地(土地+建物)+車位,臺北市信義區崇德街63巷1~50號,22.81,住,,,10104,土地1建物1車位1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010614,185.23,3,2,2,有,有,32510000,197532,坡道平面,32.04,2250000,306026,2768602
信義區,房地(土地+建物)+車位,臺北市信義區崇德街63巷1~50號,22.7,住,,,9812,土地1建物1車位1,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010614,183.91,2,2,2,有,有,29910000,180483,坡道平面,32.04,2500000,306020,2768608
信義區,房地(土地+建物)+車位,臺北市信義區崇德街63巷1~50號,22.7,住,,,9812,土地1建物1車位1,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010614,183.91,3,2,2,有,有,30500000,184368,坡道平面,32.04,2500000,306011,2768618
信義區,房地(土地+建物)+車位,臺北市信義區崇德街63巷1~50號,22.7,住,,,9812,土地1建物1車位2,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010614,183.91,3,2,2,有,有,30000000,181076,坡道機械,32.04,2500000,306040,2768588
信義區,房地(土地+建物)+車位,臺北市信義區崇德街63巷1~50號,22.7,住,,,9812,土地1建物1車位1,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010614,183.91,3,2,2,有,有,29900000,182064,坡道平面,32.04,2250000,306012,2768616
信義區,房地(土地+建物)+車位,臺北市信義區崇德街63巷1~50號,22.7,住,,,9811,土地1建物1車位2,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010614,183.91,3,2,2,有,有,31000000,186344,坡道機械,32.04,2700000,306044,2768584
信義區,房地(土地+建物)+車位,臺北市信義區崇德街63巷1~50號,22.7,住,,,9811,土地1建物1車位1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010614,183.91,3,2,2,有,有,31250000,190624,坡道平面,32.04,2300000,306031,2768598
信義區,房地(土地+建物)+車位,臺北市信義區崇德街63巷1~50號,24.93,住,,,9812,土地1建物1車位1,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010614,199.93,3,2,2,有,有,31000000,170945,坡道平面,32.04,2300000,306041,2768587
信義區,房地(土地+建物)+車位,臺北市信義區崇德街63巷1~50號,24.93,住,,,9811,土地1建物1車位1,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010614,199.93,3,2,2,有,有,32050000,176008,坡道平面,32.04,2500000,306038,2768590
信義區,房地(土地+建物)+車位,臺北市信義區崇德街63巷1~50號,24.93,住,,,10003,土地1建物1車位1,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010614,199.93,3,2,2,有,有,34220000,190720,坡道平面,32.04,2200000,306021,2768607
信義區,房地(土地+建物)+車位,臺北市信義區崇德街63巷1~50號,24.93,住,,,9811,土地1建物1車位1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010614,199.93,3,2,2,有,有,32760000,180237,坡道平面,32.04,2500000,306018,2768610
信義區,房地(土地+建物)+車位,臺北市信義區崇德街63巷1~50號,24.93,住,,,9901,土地1建物1車位1,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010614,199.93,3,2,2,有,有,34990000,193758,坡道平面,32.04,2460000,306028,2768600
信義區,房地(土地+建物)+車位,臺北市信義區崇德街63巷1~50號,24.82,住,,,10104,土地1建物1車位1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010614,199.52,3,2,2,有,有,35000000,194650,坡道平面,32.04,2400000,306007,2768621
信義區,房地(土地+建物)+車位,臺北市信義區崇德街63巷1~50號,24.82,住,,,9811,土地1建物1車位1,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010614,199.52,3,2,2,有,有,37410000,208443,坡道平面,32.04,2500000,306024,2768604
信義區,房地(土地+建物)+車位,臺北市信義區崇德街63巷1~50號,27.39,住,,,9811,土地1建物1車位2,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010614,241.5,4,2,2,有,有,42450000,211657,坡道平面,64.09,4900000,306025,2768603
信義區,房地(土地+建物),臺北市信義區崇德街63巷1~50號,28.73,住,,,9901,土地1建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010614,202.4,2,2,2,有,有,36420000,179941,,0,0,306035,2768593
信義區,房地(土地+建物)+車位,臺北市信義區崇德街63巷1~50號,29.85,住,,,9812,土地1建物1車位1,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010614,234.44,3,2,2,有,有,42500000,196640,坡道平面,32.04,2700000,306017,2768611
信義區,房地(土地+建物)+車位,臺北市信義區崇德街63巷1~50號,29.85,住,,,10101,土地1建物1車位1,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010614,234.44,4,2,2,有,有,40800000,189723,坡道平面,32.04,2400000,306041,2768587
信義區,房地(土地+建物)+車位,臺北市信義區崇德街63巷1~50號,28.96,住,,,10105,土地1建物1車位2,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010614,227.92,4,2,2,有,有,40520000,193077,坡道機械,32.04,2700000,306035,2768594
信義區,房地(土地+建物)+車位,臺北市信義區崇德街63巷1~50號,28.29,住,,,10105,土地1建物1車位1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010614,223.69,4,2,2,有,有,42180000,207044,坡道平面,32.04,2500000,306022,2768606
信義區,房地(土地+建物)+車位,臺北市信義區松勇路53巷51~100號,149.81,住,,,10107,土地1建物2車位3,十四層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950315,605.57,6,2,4,有,有,238000000,393018,坡道平面,0,0,307835,2769647
南港區,房地(土地+建物)+車位,臺北市南港區向陽路196巷1~50號,41.16,住,,,10107,土地1建物1車位2,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000708,218.77,3,2,2,有,有,36500000,166839,坡道機械,40.02,0,309967,2772213
信義區,車位,臺北市信義區忠孝東路五段236巷45弄1~50號,1.34,住,,,10107,土地0建物0車位1,,,其他,,,,37.71,0,0,0,有,有,3300000,,坡道平面,37.71,3300000,307748,2770025
中山區,房地(土地+建物)+車位,臺北市中山區中山北路一段121巷1~50號,15.07,住,,,10107,土地1建物1車位1,四層,7,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,990910,99.78,1,1,1,有,有,22000000,220485,升降平面,18.93,0,302881,2771540
信義區,土地,永春段一小段1~50地號,20.18,其他,,,10106,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,1020000,50541,,0,0,308279,2770068
松山區,房地(土地+建物),臺北市松山區寶清街1~50號,3.37,商,,,10108,土地1建物1車位0,二層,11,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,781120,33.12,0,0,0,無,有,4700000,141890,,0,0,307443,2771438
南港區,房地(土地+建物),臺北市南港區成福路201~250號,31.35,住,,,10107,土地2建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,95.61,3,2,1,有,無,12800000,133877,,0,0,309432,2770374
信義區,房地(土地+建物)+車位,臺北市信義區基隆路二段101~150號,6.39,商,,,10108,土地1建物2車位1,十層,12,辦公商業大樓,見其他登記事項,鋼筋混凝土造,801018,82.95,1,1,1,有,有,12880000,155263,升降機械,17.24,0,306133,2768882
內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街136巷15弄1~50號,12.98,住,,,10107,土地1建物1車位1,八層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,941123,112.58,3,2,2,有,有,10500000,93269,坡道平面,45.93,0,312366,2773946
大同區,房地(土地+建物)+車位,臺北市大同區延平北路一段1~50號,21.28,商,,,10108,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010606,229.08,4,2,2,有,有,38550000,187049,坡道平面,36.35,2500000,301705,2771481
大同區,房地(土地+建物)+車位,臺北市大同區延平北路一段1~50號,21.28,商,,,10108,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010606,229.07,4,2,2,有,有,38550000,187059,坡道平面,36.35,2500000,301711,2771476
大同區,房地(土地+建物)+車位,臺北市大同區延平北路一段1~50號,21.01,商,,,10108,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010606,228.94,4,2,2,有,有,39300000,191599,坡道平面,36.35,2400000,301707,2771480
中正區,房地(土地+建物),臺北市中正區延平南路51~100號,5.94,住,,,10107,土地1建物1車位0,九層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,700402,48.99,1,0,1,有,無,6900000,140859,,0,0,301538,2770807
大同區,房地(土地+建物),臺北市大同區庫倫街1~50號,24.7,商,,,10107,土地2建物1車位0,九層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830304,159.28,3,2,2,有,無,21200000,133099,,0,0,302294,2773862
萬華區,房地(土地+建物),臺北市萬華區漢口街二段51~100號,3.2,商,,,10107,土地1建物1車位0,九層,11,套房(1房1廳1衛),住家用,鋼筋混凝土造,691223,30.12,1,1,1,有,有,3020000,100258,,0,0,301084,2770956
內湖區,房地(土地+建物),臺北市內湖區內湖路二段351~400號,5.58,商,,,10108,土地1建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941025,51.09,1,0,1,有,無,9300000,182043,,0,0,309571,2774984
中山區,房地(土地+建物),臺北市中山區長安東路二段151~200號,5.83,商,,,10107,土地1建物1車位0,三層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,900326,69.45,2,1,1,有,有,16500000,237594,,0,0,304439,2771218
中山區,房地(土地+建物),臺北市中山區中山北路二段62巷1~50號,25.33,住,,,10106,土地1建物1車位0,三層,3,公寓(5樓含以下無電梯),,加強磚造,,63.7,3,1,1,有,無,8400000,131868,,0,0,302599,2772150
中山區,房地(土地+建物),臺北市中山區復興北路401~450號,14.28,商,,,10107,土地2建物1車位0,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971015,81.72,2,1,1,有,有,15000000,183556,,0,0,304859,2772988
內湖區,房地(土地+建物)+車位,臺北市內湖區新豐街51~100號,60.2,住,,,10107,土地1建物1車位2,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010118,352.81,3,2,2,有,有,68880000,239391,坡道平面,86.3,5080000,308933,2772626
中山區,房地(土地+建物),臺北市中山區新生北路一段102巷1~50號,7.25,商,,,10107,土地1建物1車位0,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,761217,46.58,2,0,2,有,有,7000000,150279,,0,0,303357,2771259
中山區,房地(土地+建物),臺北市中山區新生北路一段102巷1~50號,6.96,商,,,10107,土地1建物1車位0,一層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,761217,45.45,0,1,1,有,有,8000000,176018,,0,0,303332,2771284
大同區,房地(土地+建物),臺北市大同區承德路三段151~200號,6.52,商,,,10107,土地1建物1車位0,六層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,960822,72.33,1,1,1,有,有,9880000,136605,,0,0,302328,2773447
大同區,房地(土地+建物),臺北市萬華區五原路1~50號,3.65,商,,,10108,土地1建物1車位0,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,981216,38.62,0,1,1,無,有,7300000,189002,,0,0,302189,2772178
大同區,房地(土地+建物),臺北市大同區歸綏街201~250號,6.93,商,,,10108,土地1建物1車位0,四層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,840905,46.84,1,1,1,有,有,5500000,117425,,0,0,301662,2772324
中正區,房地(土地+建物)+車位,臺北市中正區金門街34巷1~50號,16.33,住,,,10107,土地1建物1車位1,二層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,1010618,88.44,0,0,0,無,無,14300000,175195,升降機械,16.52,1700000,302694,2768298
中正區,房地(土地+建物)+車位,臺北市中正區金門街34巷1~50號,16.33,住,,,10107,土地1建物1車位1,四層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,1010618,88.44,0,0,0,無,無,12700000,154338,升降機械,16.52,1600000,302715,2768277
中正區,房地(土地+建物)+車位,臺北市中正區金門街34巷1~50號,24.6,住,,,10107,土地1建物1車位1,七層，見其他登記事項,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,1010618,136.97,0,0,0,無,無,22500000,180930,升降平面,26.43,2500000,302706,2768286
中正區,房地(土地+建物)+車位,臺北市中正區金門街34巷1~50號,15.67,住,,,10107,土地1建物1車位1,三層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,1010618,85.35,0,0,0,無,無,12750000,161993,升降機械,16.52,1600000,302712,2768280
中正區,房地(土地+建物)+車位,臺北市中正區金門街34巷1~50號,15.67,住,,,10107,土地1建物1車位1,四層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,1010618,85.35,0,0,0,無,無,12500000,156908,升降機械,16.52,1700000,302704,2768288
中正區,房地(土地+建物),臺北市中正區金門街34巷1~50號,14.74,住,,,10107,土地1建物1車位0,六層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,1010618,68.82,0,0,0,無,無,11300000,164199,,0,0,302701,2768291
,車位,臺北市中正區南昌路二段202巷1~50號,0,,,,10107,土地0建物0車位1,,,其他,,,,0,0,0,0,有,有,1300000,,升降機械,5.22,1300000,0,0
文山區,土地,實踐段二小段301~350地號,2.9,其他,,,10107,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,791445,273090,,0,0,306462,2763852
文山區,房地(土地+建物),臺北市文山區光輝路1~50號,24.55,住,,,10107,土地2建物1車位0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,,97.58,0,0,0,無,無,21000000,215208,,0,0,306039,2764394
大安區,房地(土地+建物),臺北市大安區文昌街210巷11弄1~50號,32.75,住,,,10106,土地1建物1車位0,二層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,80.17,3,2,1,有,無,14210000,177248,,0,0,306034,2769417
大安區,房地(土地+建物),臺北市大安區忠孝東路四段151~200號,7.55,商,,,10107,土地3建物1車位0,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,59.59,2,1,1,有,有,17600000,295349,,0,0,305553,2770438
大安區,房地(土地+建物),臺北市大安區忠孝東路四段205巷1~50號,5.91,住,,,10105,土地1建物1車位0,六層,9,套房(1房1廳1衛),見其他登記事項,見其他登記事項,930616,30.21,1,1,1,有,有,9000000,297866,,0,0,305699,2770773
大安區,房地(土地+建物)+車位,臺北市大安區建國南路一段286巷1~50號,55.9,住,,,10107,土地1建物1車位1,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010426,250.85,3,2,2,有,無,91600000,421209,坡道平面,41.69,3500000,304188,2769882
大安區,房地(土地+建物)+車位,臺北市大安區和平東路二段301~350號,7.77,商,,,10107,土地2建物1車位1,十層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,850930,72.05,1,1,1,有,有,10550000,146417,升降機械,27.39,0,305102,2768686
士林區,房地(土地+建物),臺北市士林區德行東路283巷1~50號,11.21,住,,,10107,土地1建物1車位0,四層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,971222,36.72,1,1,1,有,有,8600000,234232,,0,0,304048,2778268
中正區,房地(土地+建物),臺北市中正區羅斯福路三段284巷1~50號,23.9,商,,,10107,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,721115,85.83,4,1,2,有,無,16180000,188512,,0,0,303688,2767690
中正區,土地,福和段一小段351~400地號,13,住,,,10107,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,6175000,475000,,0,0,303382,2767821
文山區,房地(土地+建物),臺北市文山區文山區景華街22巷1~50號,29.62,住,,,10106,土地1建物1車位0,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,800613,135.28,3,1,2,有,有,18500000,136755,,0,0,304704,2765230
北投區,土地,八仙段二小段51~100地號,1253,其他,,,10107,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,59886740,47795,,0,0,300660,2778559
北投區,土地,八仙段一小段251~300地號,828,農,,,10107,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,40576140,49005,,0,0,301210,2777597
士林區,房地(土地+建物),臺北市士林區中山北路七段190巷1~50號,35.94,住,,,10106,土地2建物2車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,661220,179.79,3,2,2,有,無,22000000,122364,,0,0,303967,2779786
士林區,房地(土地+建物)+車位,臺北市士林區忠誠路一段101~150號,44.46,住,,,10108,土地1建物1車位4,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010605,486.05,3,2,2,有,有,89450000,255676,坡道平面,170.22,8700000,303419,2777601
中山區,房地(土地+建物)+車位,臺北市中山區遼寧街62巷1~50號,16.09,住,,,10107,土地1建物1車位1,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,980123,69.66,2,1,1,有,有,12800000,183742,升降機械,14.06,0,304647,2771456
中山區,房地(土地+建物),臺北市中山區南京東路二段24巷1~50號,12.28,住,,,10107,土地1建物1車位0,七層,8,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,931209,75.2,1,2,2,有,無,17500000,232704,,0,0,303373,2771580
萬華區,房地(土地+建物),臺北市萬華區青年路68巷3弄1~50號,24.03,住,,,10107,土地1建物1車位0,六層,12,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,,101.98,4,2,1,有,有,12860000,126109,,0,0,300728,2768638
大同區,房地(土地+建物),臺北市大同區酒泉街201~250號,35.5,住,,,10107,土地1建物1車位0,一層，二層,2,公寓(5樓含以下無電梯),,加強磚造,,54.59,1,1,1,有,無,6600000,120901,,0,0,301412,2773850
大同區,房地(土地+建物),臺北市大同區南京西路351~400號,3.12,住,,,10107,土地1建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,671107,33.21,1,1,1,有,有,3850000,115916,,0,0,301577,2771788
內湖區,房地(土地+建物)+車位,臺北市內湖區星雲街101~150號,31.28,住,,,10107,土地1建物1車位2,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931222,246.15,3,2,2,有,有,48000000,195003,坡道平面,0,0,310097,2774862
信義區,房地(土地+建物),臺北市信義區福德街268巷4弄1~50號,24.99,住,,,10107,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,96.71,3,2,1,有,無,13850000,143209,,0,0,309120,2770284
松山區,土地,濱江段四小段551~600地號,277,其他,,,10107,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,21467390,77500,,0,0,305096,2773769
大安區,房地(土地+建物)+車位,臺北市大安區信義路四段51~100號,22.18,住,,,10107,土地2建物1車位1,十六層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,751229,249.06,3,2,2,有,無,51000000,204766,坡道平面,0,0,305031,2769628
大安區,房地(土地+建物),臺北市大安區基隆路二段151~200號,2.99,商,,,10106,土地1建物1車位0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980109,34.81,2,1,1,有,有,9280000,266614,,0,0,305793,2768669
大安區,房地(土地+建物),臺北市大安區市民大道四段101~150號,24.58,住,,,10107,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,760325,140.94,2,2,2,有,無,37000000,262522,,0,0,305560,2770780
大安區,房地(土地+建物),臺北市大安區泰順街60巷1~50號,26.69,住,,,10107,土地10建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,146.09,3,2,2,有,無,40000000,273803,,0,0,303506,2768346
大安區,車位,臺北市大安區復興南路二段301~350號,0.17,住,,,10107,土地0建物0車位1,地下二層,18,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,760519,30.02,0,0,0,無,有,2350000,,坡道平面,0,2350000,304893,2768503
士林區,房地(土地+建物),臺北市士林區士東路46巷1~50號,28.27,住,,,10107,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730911,120.67,3,2,2,有,無,20800000,172364,,0,0,303253,2778249
士林區,房地(土地+建物),臺北市士林區承德路四段10巷51~100號,46.5,住,,,10107,土地1建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,631212,132.39,3,2,2,有,無,15380000,116172,,0,0,302313,2774815
中山區,房地(土地+建物),臺北市中山區林森北路101~150號,2.24,商,,,10108,土地1建物1車位0,十三層,15,套房(1房1廳1衛),住家用,鋼筋混凝土造,971215,27.43,1,1,1,有,有,4800000,174984,,0,0,303021,2771489
中正區,房地(土地+建物)+車位,臺北市中正區懷寧街101~150號,52.9,商,,,10104,土地1建物1車位1,一層，騎樓，地下一層,8,店面(店鋪),見使用執照,鋼筋混凝土造,881229,420.49,1,2,3,有,有,100000000,237819,升降機械,0,0,301854,2770479
內湖區,房地(土地+建物)+車位,臺北市內湖區金龍路201~250號,121.13,住,,,10107,土地2建物1車位1,六層，電梯樓梯間,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851115,238.65,4,2,2,有,有,32300000,135342,坡道平面,0,0,309132,2775765
士林區,土地,溪洲段三小段301~350地號,40.14,其他,,,10108,土地11建物0車位0,,,其他,,,,0,0,0,0,有,無,2125025,52937,,0,0,298479,2777404
北投區,房地(土地+建物),臺北市北投區中央北路三段40巷1~50號,24.16,住,,,10107,土地2建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010612,99.38,2,1,2,有,無,11380000,114510,,0,0,299296,2781644
北投區,房地(土地+建物),臺北市北投區新興路78巷1~50號,25.05,住,,,10107,土地1建物1車位0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690214,72.36,3,2,1,有,無,6000000,82919,,0,0,299177,2781476
士林區,土地,溪洲段三小段351~400地號,763.83,其他,,,10107,土地7建物0車位0,,,其他,,,,0,0,0,0,有,無,43900000,57473,,0,0,298820,2777380
士林區,房地(土地+建物)+車位,臺北市士林區環河北路三段101~150號,9.97,住,,,10107,土地2建物1車位1,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,930518,91.39,2,1,1,有,有,10680000,116868,坡道機械,19.55,0,301106,2775304
士林區,房地(土地+建物),臺北市士林區基河路101~150號,7.55,住,,,10107,土地1建物1車位0,八層,11,套房(1房1廳1衛),住家用,鋼筋混凝土造,850916,28.13,1,0,1,有,無,4920000,174925,,0,0,302796,2775663
士林區,房地(土地+建物),臺北市士林區天母西路51~100號,33.34,商,,,10107,土地1建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,690207,128.49,4,2,2,有,無,22700000,176665,,0,0,303119,2779008
大安區,房地(土地+建物),臺北市大安區永康街2巷1~50號,53,住,,,10107,土地2建物1車位0,三層,4,公寓(5樓含以下無電梯),,加強磚造,,150.54,4,2,2,有,無,24000000,159426,,0,0,303468,2769534
