鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積(平方公尺),使用分區或編定,非都市土地使用分區,非都市土地使用地,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積(平方公尺),建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價(元),單價(元/平方公尺),車位類別,車位移轉總面積(平方公尺),車位總價(元),交易標的橫坐標,交易標的縱坐標
中山區,房地(土地+建物),臺北市中山區雙城街43巷1~50號,4.63,商,,,10108,土地2建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,680419,31.16,1,0,1,有,有,3500000,112336,,0,0,302965,2773357
中山區,房地(土地+建物),臺北市中山區雙城街19巷1~50號,3.54,商,,,10108,土地2建物1車位0,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970312,34,1,1,1,有,有,6000000,176451,,0,0,302921,2773096
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段206巷121弄1~50號,87.57,住,,,10108,土地1建物1車位1,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,990903,220.01,3,2,3,有,有,34000000,162585,坡道平面,23.19,2000000,310227,2773112
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段101~150號,3.99,住,,,10107,土地1建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980106,67.57,1,0,0,無,有,8200000,121358,坡道平面,0,0,309557,2773499
中山區,房地(土地+建物),臺北市中山區新生北路一段51~100號,26,住,,,10108,土地1建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,661017,148.19,4,2,2,有,無,24660000,166408,,0,0,303320,2771507
內湖區,土地,康寧段二小段201~250地號,5.73,住,,,10108,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,2204196,384527,,0,0,309945,2775318
萬華區,房地(土地+建物),臺北市萬華區成都路101~150號,6.36,商,,,10107,土地1建物1車位0,三層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,961025,69.13,1,1,1,有,有,9500000,137422,,0,0,300668,2770673
大同區,房地(土地+建物),臺北市大同區延平北路一段1~50號,14.36,商,,,10108,土地1建物1車位0,二層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010606,142.12,3,1,2,有,有,23250000,163592,,0,0,301712,2771475
大同區,房地(土地+建物)+車位,臺北市大同區延平北路一段1~50號,24.34,商,,,10108,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010606,256.1,4,2,2,有,有,39000000,166553,坡道平面,36.35,2400000,301682,2771504
中正區,房地(土地+建物),臺北市中正區信陽街1~50號,6.67,商,,,10107,土地2建物1車位0,一層,7,店面(店鋪),,鋼筋混凝土造,680112,49.07,0,0,0,有,無,10000000,203803,,0,0,302042,2770776
萬華區,房地(土地+建物),臺北市萬華區莒光路112巷9弄1~50號,59,住,,,10106,土地1建物1車位0,全,1,透天厝,,磚造,,34.84,6,3,3,有,無,14500000,416188,,0,0,300791,2769393
萬華區,土地,華中段二小段751~800地號,7.08,其他,,,10107,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,243136,34325,,0,0,299866,2768165
萬華區,房地(土地+建物),臺北市萬華區國興路1巷1~50號,12.4,住,,,10107,土地1建物1車位0,三層,12,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,710702,46.25,1,1,1,有,有,4635000,100216,,0,0,301362,2768531
文山區,房地(土地+建物)+車位,臺北市文山區景興路177巷1~50號,16.5,住,,,9905,土地3建物1車位1,四層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010605,85.71,2,1,1,有,無,13520000,156287,升降機械,8.8,1500000,305037,2765109
文山區,房地(土地+建物)+車位,臺北市文山區景興路177巷1~50號,39.11,住,,,10104,土地3建物1車位2,六層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010605,195.32,4,2,2,有,無,30500000,154738,升降機械,17.6,3000000,305035,2765112
文山區,房地(土地+建物)+車位,臺北市文山區景興路177巷1~50號,39.05,住,,,9909,土地3建物1車位2,九層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010605,195.44,4,2,2,有,無,31500000,160256,升降機械,17.6,3000000,305062,2765084
文山區,房地(土地+建物)+車位,臺北市文山區指南路三段24巷1~50號,26.58,住,,,10107,土地1建物1車位1,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830627,76.38,3,1,1,有,無,8700000,113902,升降機械,0,0,308479,2764055
文山區,房地(土地+建物)+車位,臺北市文山區辛亥路四段77巷1~50號,88.21,住,,,10107,土地4建物1車位1,二層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,851107,206.07,3,2,2,有,有,20000000,97054,坡道平面,58.75,0,306498,2766789
文山區,房地(土地+建物)+車位,臺北市文山區政大二街101~150號,74.39,住,,,10108,土地1建物1車位1,十一層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850824,154.9,3,2,2,有,有,14280000,92186,坡道平面,36.83,0,309068,2764788
文山區,房地(土地+建物),臺北市文山區景興路1~50號,31.73,住,,,10107,土地5建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,721004,115.07,3,2,2,有,無,15350000,133397,,0,0,305016,2765625
文山區,房地(土地+建物)+車位,臺北市文山區興隆路三段181巷51~100號,65.55,住,,,10107,土地3建物1車位1,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001024,251.31,4,2,2,有,有,35560000,156985,一樓平面,35.62,1700000,306793,2765484
文山區,房地(土地+建物)+車位,臺北市文山區興隆路三段181巷51~100號,66.25,住,,,10107,土地3建物1車位3,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001024,287.54,4,2,2,有,有,38000000,157170,一樓平面,71.85,4100000,306778,2765500
中正區,房地(土地+建物),臺北市中正區汀州路二段51~100號,32.75,住,,,10107,土地2建物1車位0,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,139.98,4,2,2,有,無,22000000,157165,,0,0,302070,2768741
中正區,房地(土地+建物),臺北市中正區金門街34巷1~50號,28.25,住,,,10108,土地2建物1車位0,五層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,110.05,5,2,3,有,無,16000000,145388,,0,0,302742,2768227
大安區,房地(土地+建物)+車位,臺北市大安區永康街37巷1~50號,36.39,住,,,10107,土地1建物1車位1,二層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,881119,140.55,3,2,2,有,無,34220000,243473,升降機械,0,0,303541,2769287
大安區,房地(土地+建物),臺北市大安區光復南路551~600號,8.51,商,,,10106,土地4建物1車位0,四層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,721227,93.51,3,2,2,有,無,18900000,202115,,0,0,306224,2769652
士林區,房地(土地+建物),臺北市士林區倫等街48巷1~50號,34,住,,,10108,土地1建物1車位0,三層,3,公寓(5樓含以下無電梯),住家用,加強磚造,620802,64.21,2,2,1,有,無,5390000,83943,,0,0,300616,2776179
北投區,房地(土地+建物),臺北市北投區光明路201~250號,8.24,其他,,,10107,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710521,49.25,1,1,1,有,有,6100000,123860,,0,0,301171,2780936
北投區,房地(土地+建物),臺北市北投區中和街502巷14弄1~50號,29.95,其他,,,10108,土地1建物1車位0,三層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,641103,87.88,3,1,1,有,無,7800000,88757,,0,0,299871,2782180
士林區,房地(土地+建物),臺北市士林區中山北路七段190巷4弄1~50號,24.06,住,,,10107,土地2建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,660804,113.12,3,2,2,有,有,18800000,166195,,0,0,303774,2779668
北投區,房地(土地+建物),臺北市北投區泉源路1~50號,24.63,住,,,10107,土地2建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,681103,95.79,3,2,2,有,無,6800000,70989,,0,0,301076,2781387
中山區,房地(土地+建物),臺北市中山區松江路1~50號,4.82,商,,,10108,土地2建物1車位0,十一層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,790514,36.25,1,1,1,有,有,5800000,160005,,0,0,303826,2771122
中山區,房地(土地+建物),臺北市中山區明水路651~700號,15.59,商,,,10107,土地1建物1車位0,六層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,970319,56.23,2,1,1,有,有,13380000,237934,,0,0,305623,2775233
文山區,房地(土地+建物),臺北市文山區育英街17巷1~50號,42.07,住,,,10108,土地3建物1車位0,一層,4,公寓(5樓含以下無電梯),,鋼筋混凝土造,,88.91,3,2,2,有,無,12000000,134968,,0,0,304377,2764806
文山區,房地(土地+建物),臺北市文山區景興路282巷1~50號,4.5,商,,,10107,土地2建物1車位0,八層,13,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,970304,42.55,1,1,1,有,有,7260000,170611,,0,0,304687,2764725
文山區,土地,興安段三小段101~150地號,50.49,住,,,10107,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,13750000,272331,,0,0,305452,2765593
萬華區,土地,華中段四小段51~100地號,20.54,其他,,,10108,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,400349,19490,,0,0,300004,2767781
萬華區,房地(土地+建物),臺北市萬華區環河南路二段149巷1~50號,10.86,其他,,,10107,土地1建物1車位0,十層,12,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,690729,52.48,2,2,1,有,有,7620000,145198,,0,0,299786,2769555
信義區,房地(土地+建物),臺北市信義區吳興街284巷9弄1~50號,34.31,住,,,10108,土地1建物2車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,781023,120.03,3,2,2,有,無,15800000,131633,,0,0,306945,2768639
內湖區,土地,西湖段一小段351~400地號,28.48,其他,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,517850,18185,,0,0,307479,2775264
信義區,房地(土地+建物),臺北市信義區光復南路551~600號,3.94,商,,,10107,土地1建物1車位0,十八層,18,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,970822,42.99,1,1,1,有,有,11250000,261686,,0,0,306307,2769256
松山區,土地,延吉段三小段651~700地號,28.2,其他,,,10108,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,1477966,52410,,0,0,305449,2771106
士林區,房地(土地+建物)+車位,臺北市士林區社子街146巷1~50號,17.26,住,,,10107,土地1建物2車位1,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010305,79.99,2,1,1,有,有,10440000,130511,升降機械,0,0,300887,2775651
士林區,房地(土地+建物),臺北市士林區福港街18巷1~50號,29.5,住,,,10107,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740606,112.64,3,2,2,有,無,14860000,131920,,0,0,302232,2775925
大安區,房地(土地+建物),臺北市大安區光復南路308巷51~100號,14.48,住,,,10107,土地1建物1車位0,二層，三層,7,其他,住家用,鋼筋混凝土造,760204,80.26,2,2,2,有,無,20800000,259173,,0,0,306067,2770176
大安區,房地(土地+建物),臺北市大安區師大路59巷1~50號,6.05,商,,,10108,土地1建物1車位0,二層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,951214,22.7,1,1,1,有,無,5700000,251054,,0,0,303394,2768560
北投區,房地(土地+建物),臺北市北投區榮華一路1~50號,31.53,住,,,10108,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670607,82.01,3,2,2,有,無,21500000,262163,,0,0,302904,2778354
大安區,房地(土地+建物)+車位,臺北市大安區瑞安街208巷58弄1~50號,45.69,住,,,10107,土地1建物1車位1,十層，電梯樓梯間,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850628,195.25,3,2,2,有,有,51500000,263760,坡道平面,0,0,304507,2769227
大安區,房地(土地+建物),臺北市大安區忠孝東路四段51~100號,5.15,商,,,10107,土地1建物1車位0,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,45.79,0,1,1,有,有,14580000,318424,,0,0,305085,2770445
北投區,房地(土地+建物)+車位,臺北市北投區裕民六路1~50號,20.27,住,,,10107,土地1建物2車位1,九層,22,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,840828,210.9,4,2,2,有,有,35000000,165960,坡道平面,0,0,302150,2778452
北投區,房地(土地+建物),臺北市北投區文化三路51~100號,28.12,住,,,10108,土地1建物1車位0,六層,7,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,741127,106.55,3,1,1,有,有,11900000,111690,,0,0,300234,2781276
北投區,房地(土地+建物),臺北市北投區中和街1~50號,4.69,商,,,10107,土地1建物1車位0,七層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,690821,35.42,1,0,1,有,有,2450000,69167,,0,0,300713,2781188
士林區,房地(土地+建物),臺北市士林區社中街201~250號,27.25,住,,,10107,土地2建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,630717,62.92,2,1,1,有,無,5600000,89002,,0,0,301222,2775981
南港區,房地(土地+建物),臺北市南港區中坡北路51~100號,8.11,住,,,10107,土地3建物1車位0,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,851205,43.04,1,1,1,有,有,6360000,147770,,0,0,308603,2771201
中山區,房地(土地+建物)+車位,臺北市中山區明水路601~650號,67.91,住,,,10107,土地1建物1車位5,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,881014,464.52,4,2,3,有,有,84000000,180833,坡道平面,175.2,0,305579,2775003
中山區,房地(土地+建物),臺北市中山區天津街1~50號,5.15,商,,,10107,土地1建物1車位0,四層,8,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,760630,40.34,1,1,1,有,無,4600000,114017,,0,0,302788,2771381
中山區,房地(土地+建物),臺北市中山區林森北路301~350號,8.43,商,,,10107,土地1建物1車位0,六層,14,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,920213,76.47,2,2,1,有,有,14000000,183087,,0,0,302975,2772089
萬華區,房地(土地+建物),臺北市萬華區梧州街12巷10弄1~50號,21.44,商,,,10107,土地2建物1車位0,四層,5,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,700119,95.21,3,2,1,有,無,7000000,73522,,0,0,300169,2770006
文山區,土地,萬芳段三小段901~950地號,8.25,其他,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,142000,17212,,0,0,306560,2764741
內湖區,房地(土地+建物)+車位,臺北市內湖區文德路210巷30弄101~150號,19.65,住,,,10106,土地1建物1車位1,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,911031,129.8,2,2,1,有,有,21600000,166409,坡道平面,28.99,0,309012,2774343
中山區,房地(土地+建物)+車位,臺北市中山區明水路551~600號,12.35,商,,,10107,土地1建物1車位1,八層,10,套房(1房1廳1衛),商業用,鋼筋混凝土造,900829,78.52,1,1,1,有,無,10038800,127853,坡道平面,0,0,305671,2774927
萬華區,房地(土地+建物)+車位,臺北市萬華區大理街101~150號,16.48,其他,,,10107,土地1建物1車位1,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960504,130.38,2,2,1,有,有,16800000,128856,坡道平面,0,0,300277,2769701
萬華區,房地(土地+建物)+車位,臺北市萬華區東園街151~200號,28.06,商,,,10107,土地1建物1車位1,三層,17,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,921001,245.48,4,2,2,有,有,30500000,124248,坡道平面,0,0,300244,2768518
北投區,房地(土地+建物)+車位,臺北市北投區溫泉路51~100號,12.89,住,,,10108,土地1建物1車位1,九層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,871013,85,2,1,1,有,有,8000000,94122,升降機械,12.11,0,301081,2780882
北投區,土地,崇仰段四小段551~600地號,16.16,住,,,10107,土地31建物0車位0,,,其他,,,,0,0,0,0,無,有,3332000,206212,,0,0,301070,2779339
北投區,土地,崇仰段四小段551~600地號,16.16,住,,,10107,土地31建物0車位0,,,其他,,,,0,0,0,0,無,有,2920000,180714,,0,0,301073,2779336
北投區,土地,崇仰段四小段551~600地號,32.32,住,,,10107,土地31建物0車位0,,,其他,,,,0,0,0,0,無,無,6898000,213453,,0,0,301050,2779359
士林區,房地(土地+建物),臺北市士林區美崙街86巷1~50號,62,住,,,10106,土地1建物1車位0,全,,透天厝,住家用,加強磚造,551101,92.93,4,2,3,有,無,23000000,247498,,0,0,302563,2776643
士林區,土地,光華段四小段551~600地號,10,住,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,7805150,780515,,0,0,302975,2775522
士林區,土地,光華段四小段551~600地號,23.5,住,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,18341220,780477,,0,0,302983,2775514
北投區,房地(土地+建物),臺北市北投區中央北路三段40巷2弄1~50號,32.4,住,,,10108,土地2建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700204,109.01,3,2,1,有,無,8400000,77057,,0,0,299009,2781231
北投區,房地(土地+建物)+車位,臺北市北投區大度路三段270巷51~100號,28.27,其他,,,9707,土地1建物1車位1,九層,19,其他,見其他登記事項,鋼筋混凝土造,1010217,176.94,3,2,2,有,無,18860000,106587,坡道平面,0,1750000,297137,2779694
北投區,房地(土地+建物),臺北市北投區大度路三段270巷51~100號,17.82,其他,,,10008,土地1建物1車位0,十五層,19,其他,住家用,鋼筋混凝土造,1010217,103.03,2,1,1,有,無,13000000,126179,,0,0,297134,2779697
北投區,房地(土地+建物)+車位,臺北市北投區大度路三段270巷51~100號,41.79,其他,,,9910,土地1建物1車位1,十二層,19,其他,見其他登記事項,鋼筋混凝土造,1010217,257.13,3,2,2,有,無,28700000,111619,坡道平面,0,1500000,297132,2779700
北投區,房地(土地+建物),臺北市北投區大度路三段270巷51~100號,17.21,其他,,,9910,土地1建物1車位0,九層,19,其他,見其他登記事項,鋼筋混凝土造,1010217,100.38,2,1,1,有,無,11750000,117053,,0,0,297122,2779709
大安區,房地(土地+建物),臺北市大安區信義路四段265巷1~50號,3.63,住,,,10108,土地1建物1車位0,十層,13,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,980212,19.29,1,1,1,有,有,5800000,300750,,0,0,305990,2769655
大安區,房地(土地+建物),臺北市大安區忠孝東路三段201~250號,22.58,住,,,10108,土地2建物1車位0,六層,14,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,760423,126.61,3,2,2,有,有,28000000,221151,,0,0,304452,2770437
大安區,房地(土地+建物),臺北市大安區青田街1~50號,1.4,住,,,10108,土地2建物2車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,28.68,1,0,1,有,無,7080000,246827,,0,0,303660,2769080
大安區,房地(土地+建物),臺北市大安區基隆路二段151~200號,2.99,商,,,10107,土地1建物1車位0,十三層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,980109,34.81,1,1,1,有,有,9200000,264316,,0,0,305797,2768665
北投區,房地(土地+建物)+車位,臺北市北投區大度路三段270巷51~100號,38.11,其他,,,9911,土地1建物1車位1,十四層,19,其他,住家用,鋼筋混凝土造,1010217,179.19,3,2,2,有,無,26410000,147387,坡道平面,0,1600000,297139,2779692
北投區,房地(土地+建物)+車位,臺北市北投區大度路三段270巷51~100號,38.11,其他,,,9911,土地1建物1車位1,十五層,19,其他,住家用,鋼筋混凝土造,1010217,238.39,4,2,2,有,無,26410000,110783,坡道平面,0,1600000,297137,2779694
北投區,房地(土地+建物)+車位,臺北市北投區大度路三段270巷51~100號,28.27,其他,,,9907,土地1建物1車位1,八層,19,其他,見其他登記事項,鋼筋混凝土造,1010217,176.91,3,2,2,有,無,18400000,104006,坡道平面,0,1500000,297132,2779699
北投區,房地(土地+建物)+車位,臺北市北投區大度路三段270巷51~100號,32.58,其他,,,9811,土地1建物1車位1,十九層,19,其他,住家用,鋼筋混凝土造,1010217,202.65,3,2,2,有,無,21600000,106585,坡道平面,0,1800000,297112,2779719
北投區,房地(土地+建物),臺北市北投區大度路三段270巷51~100號,17.21,其他,,,10104,土地1建物1車位0,四層,19,其他,見其他登記事項,鋼筋混凝土造,1010217,98.94,0,0,0,無,無,12300000,124324,,0,0,297102,2779729
士林區,房地(土地+建物),臺北市士林區菁山路101巷32弄1~50號,"1,797.01",其他,,,10107,土地2建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,890121,513.17,4,2,5,有,無,50000000,97434,,0,0,306662,2782423
北投區,房地(土地+建物)+車位,臺北市北投區榮華一路4巷1~50號,30.45,住,,,10107,土地1建物1車位1,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,831128,142.19,2,2,1,有,無,18100000,127293,升降機械,0,0,302866,2778327
北投區,房地(土地+建物)+車位,臺北市北投區大度路三段270巷51~100號,28.89,其他,,,9912,土地1建物1車位1,五層,19,其他,見其他登記事項,鋼筋混凝土造,1010217,181.7,3,2,2,有,無,19480000,107210,坡道平面,0,1800000,297114,2779717
北投區,房地(土地+建物),臺北市北投區大度路三段270巷51~100號,17.82,其他,,,9911,土地1建物1車位0,十六層,19,其他,住家用,鋼筋混凝土造,1010217,103.03,2,1,1,有,無,12500000,121326,,0,0,297132,2779699
北投區,房地(土地+建物)+車位,臺北市北投區大度路三段270巷51~100號,32.58,其他,,,9811,土地1建物1車位1,十八層,19,其他,住家用,鋼筋混凝土造,1010217,206.3,3,2,2,有,無,23580000,114297,坡道平面,0,1600000,297122,2779709
北投區,房地(土地+建物)+車位,臺北市北投區公?路423巷8弄1~50號,39.8,住,,,10108,土地1建物1車位1,二層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800320,197.35,4,2,2,有,有,27000000,136809,坡道平面,35.59,0,300728,2779164
北投區,房地(土地+建物)+車位,臺北市北投區大度路三段270巷51~100號,23.97,其他,,,9811,土地1建物1車位1,九層,19,其他,見其他登記事項,鋼筋混凝土造,1010217,153.43,2,1,1,有,無,14550000,94833,坡道平面,0,2100000,297112,2779719
北投區,房地(土地+建物)+車位,臺北市北投區大度路三段270巷51~100號,20.9,其他,,,10103,土地1建物1車位1,四層,19,其他,見其他登記事項,鋼筋混凝土造,1010217,138.45,2,1,1,有,無,14170000,102351,坡道平面,0,1500000,297106,2779725
北投區,房地(土地+建物),臺北市北投區大度路三段270巷51~100號,11.06,其他,,,10103,土地1建物1車位0,五層,19,其他,見其他登記事項,鋼筋混凝土造,1010217,62.56,1,1,1,有,無,7450000,119085,,0,0,297114,2779718
北投區,房地(土地+建物)+車位,臺北市北投區大度路三段270巷51~100號,20.9,其他,,,10103,土地1建物1車位1,四層,19,其他,見其他登記事項,鋼筋混凝土造,1010217,138.45,2,1,1,有,無,14170000,102351,坡道平面,0,1500000,297121,2779710
文山區,房地(土地+建物)+車位,臺北市文山區秀明路一段101~150號,50,住,,,10107,土地1建物1車位1,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840424,196.75,4,2,2,有,無,19000000,96569,升降平面,0,0,307307,2764889
大安區,房地(土地+建物)+車位,臺北市大安區敦化南路二段200巷1~50號,53.3,住,,,10107,土地1建物2車位1,六層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980604,312.66,2,2,2,有,有,98000000,313439,坡道平面,52.51,0,305218,2768409
文山區,房地(土地+建物)+車位,臺北市文山區仙岩路22巷1~50號,26.03,住,,,10108,土地1建物2車位1,十六層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840411,150.45,3,2,1,有,有,19000000,126286,坡道平面,36.58,0,305502,2765736
文山區,房地(土地+建物),臺北市文山區萬安街30巷1~50號,39,住,,,10107,土地3建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,720728,94.56,3,2,1,有,有,11000000,116332,,0,0,307639,2766113
文山區,房地(土地+建物),臺北市文山區景興路151~200號,3.71,商,,,10107,土地1建物2車位0,八層,24,套房(1房1廳1衛),商業用,見使用執照,850104,45.32,1,1,1,有,有,4700000,103704,,0,0,304901,2765023
中正區,房地(土地+建物),臺北市中正區廈門街113巷1~50號,52,住,,,10108,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,121.29,4,2,2,有,無,26000000,214362,,0,0,302261,2768464
文山區,房地(土地+建物)+車位,臺北市文山區保儀路13巷1~50號,14.95,住,,,10107,土地1建物1車位1,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990520,176.1,3,1,1,有,有,22500000,127767,坡道平面,27.12,0,307555,2764612
中正區,房地(土地+建物)+車位,臺北市中正區金門街34巷1~50號,15.67,住,,,10107,土地1建物1車位1,二層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,1010618,85.35,0,0,0,無,無,12800000,161267,坡道機械,16.52,1700000,302697,2768295
中正區,房地(土地+建物),臺北市中正區南海路101~150號,15.57,住,,,10107,土地2建物1車位0,二層,7,華廈(10層含以下有電梯),國民住宅,鋼筋混凝土造,691029,37.55,2,1,1,有,有,5350000,142477,,0,0,301160,2768943
萬華區,房地(土地+建物),臺北市萬華區峨眉街101~150號,3.94,商,,,10104,土地4建物1車位0,二層,7,辦公商業大樓,商業用,鋼筋混凝土造,781129,31.99,0,0,0,無,有,4838500,151229,,0,0,300816,2770778
大同區,房地(土地+建物),臺北市大同區哈密街23巷1~50號,37.2,住,,,10107,土地1建物1車位0,四層，電梯樓梯間,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,840606,110.82,3,2,2,有,無,14750000,133101,,0,0,302252,2774113
中正區,房地(土地+建物),臺北市中正區信義路二段51~100號,2.93,住,,,10107,土地1建物1車位0,五層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,861126,31.19,1,1,1,無,有,7700000,246878,,0,0,303123,2769724
中正區,房地(土地+建物)+車位,臺北市中正區連雲街6巷1~50號,13.77,住,,,10107,土地1建物1車位1,三層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,930917,96.11,2,2,2,有,有,18000000,187274,坡道平面,22.63,0,303636,2770039
大同區,房地(土地+建物)+車位,臺北市大同區延平北路一段1~50號,21.28,商,,,10108,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010606,229.53,4,2,2,有,有,39510000,191583,坡道平面,36.35,2500000,301680,2771506
中正區,車位,臺北市中正區臨沂街1~50號,0.22,住,,,10108,土地0建物0車位1,一層,7,其他,見其他登記事項,鋼筋混凝土造,990108,19.03,0,0,0,有,有,2100000,,升降機械,19.03,2100000,303446,2770216
萬華區,土地,雙園段二小段351~400地號,14.17,其他,,,10108,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2407000,169906,,0,0,299961,2768812
大同區,房地(土地+建物)+車位,臺北市大同區延平北路一段1~50號,21.28,商,,,10108,土地1建物1車位1,九層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010606,229.09,4,2,2,有,有,36000000,174847,坡道平面,36.35,2300000,301697,2771489
大同區,房地(土地+建物)+車位,臺北市大同區延平北路一段1~50號,24.47,商,,,10108,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010606,256.67,4,2,2,有,有,42080000,181554,坡道平面,36.35,2080000,301706,2771480
